,lhub_ts,unique_user,total_count,url_host,startTime,endTime
83,,63,213.0,marketing.knitted.com,1533931200000,1534017600000
84,,62,1450.0,volumeto.io,1533931200000,1534017600000
85,,62,84.0,footport.gov,1533931200000,1534017600000
86,,62,260.0,eighteen.prize.org,1533931200000,1534017600000
87,,6,6.0,pull-apartbye.net,1533931200000,1534017600000
88,,6,6.0,battlefirmly.net,1533931200000,1534017600000
89,,6,17.0,response.unfair.io,1533931200000,1534017600000
90,,6,6.0,featherpalace.net,1533931200000,1534017600000
91,,6,8.0,exactvariation.io,1533931200000,1534017600000
92,,6,56.0,text.representative.edu,1533931200000,1534017600000
93,,6,6.0,life.use.io,1533931200000,1534017600000
94,,6,3917.0,importantshut.com,1533931200000,1534017600000
95,,6,38.0,sour.large.gov,1533931200000,1534017600000
96,,6,19.0,ink.push-forward.net,1533931200000,1534017600000
97,,6,6.0,human.skill.gov,1533931200000,1534017600000
98,,6,36.0,curenext-to.com,1533931200000,1534017600000
99,,6,6.0,tear-up.author.com,1533931200000,1534017600000
100,,6,16.0,promptlyupsetting.edu,1533931200000,1534017600000
101,,6,6.0,quit.rate.com,1533931200000,1534017600000
102,,6,8.0,cruel.sailor.com,1533931200000,1534017600000
103,,6,53.0,conservative.unlike.org,1533931200000,1534017600000
104,,6,7.0,instead.consult.edu,1533931200000,1534017600000
105,,6,28.0,advantage.speaker.io,1533931200000,1534017600000
106,,6,42.0,place.crush.net,1533931200000,1534017600000
107,,6,6.0,rudelyflat.net,1533931200000,1534017600000
108,,6,8.0,award.qualification.io,1533931200000,1534017600000
109,,6,8.0,strong.singing.net,1533931200000,1534017600000
110,,6,12.0,putdo-1.net,1533931200000,1534017600000
111,,6,8.0,cross-out.high.com,1533931200000,1534017600000
112,,6,9.0,intentiondisgusting.edu,1533931200000,1534017600000
113,,6,12.0,trick.enjoyable.com,1533931200000,1534017600000
114,,6,54.0,found.war.com,1533931200000,1534017600000
115,,6,8.0,attorney.funeral.com,1533931200000,1534017600000
116,,6,6.0,wildsmell.org,1533931200000,1534017600000
117,,6,6.0,qualify.charity.com,1533931200000,1534017600000
118,,6,57.0,awareswimming.org,1533931200000,1534017600000
119,,6,7.0,encouragebreathing.io,1533931200000,1534017600000
120,,6,18.0,mayfire.com,1533931200000,1534017600000
121,,6,206.0,arrangementmysterious.net,1533931200000,1534017600000
122,,6,33.0,tradeschedule.edu,1533931200000,1534017600000
123,,6,7.0,let.govern.edu,1533931200000,1534017600000
124,,6,7.0,attorneyincluding.com,1533931200000,1534017600000
125,,6,14.0,stove.warmth.net,1533931200000,1534017600000
126,,6,40.0,newlythrow-out.gov,1533931200000,1534017600000
127,,6,52.0,whisper.base.com,1533931200000,1534017600000
128,,6,20.0,actuallycheque.org,1533931200000,1534017600000
129,,6,6.0,move-over.medium.gov,1533931200000,1534017600000
130,,6,105.0,safety.rare.net,1533931200000,1534017600000
131,,6,23.0,wage.March.net,1533931200000,1534017600000
132,,59,122.0,get-awayinnocent.gov,1533931200000,1534017600000
133,,59,79.0,approvalmight.edu,1533931200000,1534017600000
134,,51,305.0,packet.institute.net,1533931200000,1534017600000
135,,51,1248.0,derive-from.come-up-to.io,1533931200000,1534017600000
136,,51,74.0,butdie-away.io,1533931200000,1534017600000
137,,50,52.0,name.profession.net,1533931200000,1534017600000
138,,5,14.0,hornsomewhere.net,1533931200000,1534017600000
139,,5,11.0,correct.sufficient.org,1533931200000,1534017600000
140,,5,5.0,closet.cancel.net,1533931200000,1534017600000
141,,5,18.0,opposingactually.com,1533931200000,1534017600000
142,,5,6.0,block.cheap.io,1533931200000,1534017600000
143,,5,25.0,thusdriver.gov,1533931200000,1534017600000
144,,5,5.0,they.bullet.gov,1533931200000,1534017600000
145,,5,5.0,behave.movie.org,1533931200000,1534017600000
146,,5,33.0,try-outinsist-on-doing.com,1533931200000,1534017600000
147,,5,59.0,call-off.salad.org,1533931200000,1534017600000
148,,5,51.0,sumcomfort.io,1533931200000,1534017600000
149,,5,5.0,biologyalarm.net,1533931200000,1534017600000
150,,5,24.0,chew.ashamed.gov,1533931200000,1534017600000
151,,5,29.0,give-offdeliver.gov,1533931200000,1534017600000
152,,5,10.0,loveaudience.edu,1533931200000,1534017600000
153,,5,1311.0,waiterorganize.org,1533931200000,1534017600000
154,,5,11.0,authorspeak-out.net,1533931200000,1534017600000
155,,5,5.0,come.including.edu,1533931200000,1534017600000
156,,5,569.0,relevant.tackle.net,1533931200000,1534017600000
157,,5,39.0,enormoustake.edu,1533931200000,1534017600000
158,,5,5.0,facilityalongside.com,1533931200000,1534017600000
159,,5,12.0,imposeenter.gov,1533931200000,1534017600000
160,,5,166.0,fortypreparation.edu,1533931200000,1534017600000
161,,5,10.0,lunch.odd.org,1533931200000,1534017600000
162,,5,5.0,vision.red.io,1533931200000,1534017600000
163,,5,7.0,estate.him.org,1533931200000,1534017600000
164,,5,117.0,hairshave.gov,1533931200000,1534017600000
165,,5,8.0,sailingrun-after.edu,1533931200000,1534017600000
166,,5,39.0,marryreturn.org,1533931200000,1534017600000
167,,5,24.0,keyboardtowel.io,1533931200000,1534017600000
168,,5,82.0,violence.odd.net,1533931200000,1534017600000
169,,5,5.0,adequatelybell.org,1533931200000,1534017600000
170,,5,5.0,second-1novel.edu,1533931200000,1534017600000
171,,5,5.0,bathroom.due.org,1533931200000,1534017600000
172,,5,28.0,traditionallyfamily.edu,1533931200000,1534017600000
173,,5,5.0,authority.absorb.io,1533931200000,1534017600000
174,,5,7.0,blind.ex-.io,1533931200000,1534017600000
175,,5,5.0,go-withproviding.com,1533931200000,1534017600000
176,,5,27.0,dirty.guilty.edu,1533931200000,1534017600000
177,,5,5.0,success.dry.edu,1533931200000,1534017600000
178,,5,5.0,red.everything.net,1533931200000,1534017600000
179,,5,9.0,spiritual.to.gov,1533931200000,1534017600000
180,,5,6.0,infectioussong.org,1533931200000,1534017600000
181,,5,7.0,view.governor.io,1533931200000,1534017600000
182,,5,14.0,partnershipfemale.io,1533931200000,1534017600000
183,,5,26.0,lock-upphoto.org,1533931200000,1534017600000
184,,5,5.0,thirdsort.com,1533931200000,1534017600000
185,,5,10.0,bathcontrast.io,1533931200000,1534017600000
186,,5,5.0,everywhereinformation.org,1533931200000,1534017600000
187,,5,14.0,increasinglycurb.com,1533931200000,1534017600000
188,,5,16.0,captureimpressive.gov,1533931200000,1534017600000
189,,5,5.0,whatconstantly.com,1533931200000,1534017600000
190,,5,8.0,arrangephrase.com,1533931200000,1534017600000
191,,44,53.0,court.skilful.org,1533931200000,1534017600000
192,,44,54.0,refrigerator.shiny.net,1533931200000,1534017600000
193,,41,90.0,poetryforget.edu,1533931200000,1534017600000
194,,41,61596.0,repair.alarm.com,1533931200000,1534017600000
195,,40,208.0,fail.bite.gov,1533931200000,1534017600000
196,,4,5.0,pageenjoyment.gov,1533931200000,1534017600000
197,,4,4.0,interpretationdistinguish.org,1533931200000,1534017600000
198,,4,6.0,burnprison.com,1533931200000,1534017600000
199,,4,16.0,secretcareless.edu,1533931200000,1534017600000
200,,4,60.0,eighthexercise.com,1533931200000,1534017600000
201,,4,6.0,unlike.sure.com,1533931200000,1534017600000
202,,4,49.0,science.bacteria.org,1533931200000,1534017600000
203,,4,6.0,go-down.possible.org,1533931200000,1534017600000
204,,4,13.0,evidencedisagree-with-doing.com,1533931200000,1534017600000
205,,4,5.0,priority.relate-to.io,1533931200000,1534017600000
206,,4,9.0,permanentlypour.com,1533931200000,1534017600000
207,,4,12.0,promptme.com,1533931200000,1534017600000
208,,4,59.0,enjoyable.stiffly.net,1533931200000,1534017600000
209,,4,4.0,famousball.gov,1533931200000,1534017600000
210,,4,27.0,eightiethaltogether.org,1533931200000,1534017600000
211,,4,4.0,frompurchase.io,1533931200000,1534017600000
212,,4,5.0,popreverse.net,1533931200000,1534017600000
213,,4,4.0,bringturn-on.edu,1533931200000,1534017600000
214,,4,4.0,deliver.tension.edu,1533931200000,1534017600000
215,,4,119.0,looselythink-up.edu,1533931200000,1534017600000
216,,4,4.0,beyond.turn-over.edu,1533931200000,1534017600000
217,,4,6.0,possiblycuriously.com,1533931200000,1534017600000
218,,4,13.0,aggressiveremain.io,1533931200000,1534017600000
219,,4,41.0,accident.representative.gov,1533931200000,1534017600000
220,,4,4.0,call-upindex.io,1533931200000,1534017600000
221,,4,4.0,bid-1.local.com,1533931200000,1534017600000
222,,4,6.0,look-forward-to.climate.edu,1533931200000,1534017600000
223,,4,5.0,capableto.org,1533931200000,1534017600000
224,,4,7.0,bandage.revolution.edu,1533931200000,1534017600000
225,,4,11.0,because-oflady.com,1533931200000,1534017600000
226,,4,19.0,songgo-on.org,1533931200000,1534017600000
227,,4,370.0,senator.empty.net,1533931200000,1534017600000
228,,4,4.0,burst-into.pass-out.io,1533931200000,1534017600000
229,,4,13.0,angry.sharp.org,1533931200000,1534017600000
230,,4,11.0,bettingabandon.io,1533931200000,1534017600000
231,,4,14.0,aim.break-off.org,1533931200000,1534017600000
232,,4,8.0,spicefifteen.org,1533931200000,1534017600000
233,,4,11.0,go-intospecific.com,1533931200000,1534017600000
234,,4,6.0,let-offinch.gov,1533931200000,1534017600000
235,,4,13.0,wide.strike.net,1533931200000,1534017600000
236,,4,8.0,miss-out.Monday.gov,1533931200000,1534017600000
237,,4,13.0,interiorstream.com,1533931200000,1534017600000
238,,4,4.0,permit.notice.org,1533931200000,1534017600000
239,,4,6.0,quote.vital.edu,1533931200000,1534017600000
240,,4,5.0,push-forward.weakness.io,1533931200000,1534017600000
241,,4,27.0,hang-around.concern.org,1533931200000,1534017600000
242,,4,14.0,transportationme.gov,1533931200000,1534017600000
243,,4,4.0,fasten.fee.io,1533931200000,1534017600000
244,,4,14.0,fill-up.awkwardly.net,1533931200000,1534017600000
245,,4,4.0,scissorsengineer.net,1533931200000,1534017600000
246,,4,4.0,visit.thread.org,1533931200000,1534017600000
247,,4,4.0,horizontalexport.com,1533931200000,1534017600000
248,,4,8.0,phase.wind-1.gov,1533931200000,1534017600000
249,,4,9.0,baggagebottle.io,1533931200000,1534017600000
250,,4,13.0,Wednesdayriding.net,1533931200000,1534017600000
251,,4,8.0,knitting.insurance.org,1533931200000,1534017600000
252,,4,4.0,go-through-withpublicly.com,1533931200000,1534017600000
253,,4,4.0,briefly.repeatedly.edu,1533931200000,1534017600000
254,,4,1919.0,breathe-out.hang-around.io,1533931200000,1534017600000
255,,4,7.0,typicallyfourth.edu,1533931200000,1534017600000
256,,4,30.0,truth.process-1.net,1533931200000,1534017600000
257,,4,7.0,confine.fellow.com,1533931200000,1534017600000
258,,4,5.0,fashionablelightly.io,1533931200000,1534017600000
259,,4,4.0,product.cease.org,1533931200000,1534017600000
260,,4,26.0,theatrekeep-up.org,1533931200000,1534017600000
261,,4,250.0,worthhim.com,1533931200000,1534017600000
262,,4,5.0,sail.advertise.edu,1533931200000,1534017600000
263,,4,48.0,Wednesday.substitute.io,1533931200000,1534017600000
264,,4,7.0,decoration.stream.net,1533931200000,1534017600000
265,,4,4.0,adviceundo.edu,1533931200000,1534017600000
266,,4,4.0,pleased.inevitably.gov,1533931200000,1534017600000
267,,36,45.0,communicatewarmth.org,1533931200000,1534017600000
268,,341,6053.0,lack.guilty.gov,1533931200000,1534017600000
269,,34,38.0,credit.slide.net,1533931200000,1534017600000
270,,31,47.0,boundconfuse.com,1533931200000,1534017600000
271,,3,3.0,wildsail.org,1533931200000,1534017600000
272,,3,3.0,pick-up.arise.gov,1533931200000,1534017600000
273,,3,3.0,pass.awful.edu,1533931200000,1534017600000
274,,3,7.0,insultpromise.io,1533931200000,1534017600000
275,,3,3.0,operation.coat.net,1533931200000,1534017600000
276,,3,16.0,sitesteady.com,1533931200000,1534017600000
277,,3,9.0,swim.grain.com,1533931200000,1534017600000
278,,3,86.0,exactly.broadly.gov,1533931200000,1534017600000
279,,3,41.0,salty.speak.com,1533931200000,1534017600000
280,,3,3.0,handunfairly.net,1533931200000,1534017600000
281,,3,18.0,batterybusinessman.com,1533931200000,1534017600000
282,,3,55.0,pinapple.edu,1533931200000,1534017600000
283,,3,9.0,alcohol.forty.edu,1533931200000,1534017600000
284,,3,3.0,substitute.mix-up.edu,1533931200000,1534017600000
285,,3,3.0,thousandthmonitor.net,1533931200000,1534017600000
286,,3,7.0,violently.peace.io,1533931200000,1534017600000
287,,3,3.0,exaggerated.drum.gov,1533931200000,1534017600000
288,,3,39.0,man.society.gov,1533931200000,1534017600000
289,,3,3.0,sector.battery.org,1533931200000,1534017600000
290,,3,5.0,even.federal.com,1533931200000,1534017600000
291,,3,3.0,cruelacross.gov,1533931200000,1534017600000
292,,3,5.0,homecourse.com,1533931200000,1534017600000
293,,3,9.0,riding.perhaps.io,1533931200000,1534017600000
294,,3,279.0,fouror.net,1533931200000,1534017600000
295,,3,3.0,snow.Monday.gov,1533931200000,1534017600000
296,,3,3.0,collectionlook-on-with.net,1533931200000,1534017600000
297,,3,4.0,butter.mirror.com,1533931200000,1534017600000
298,,3,10.0,coinroof.edu,1533931200000,1534017600000
299,,3,18.0,open-upconfused.edu,1533931200000,1534017600000
300,,3,79.0,hatlive-2.org,1533931200000,1534017600000
301,,3,19.0,openours.net,1533931200000,1534017600000
302,,3,5.0,end.sheet.io,1533931200000,1534017600000
303,,3,6.0,atmosphereplot.io,1533931200000,1534017600000
304,,3,6.0,differenceslow.io,1533931200000,1534017600000
305,,3,14.0,measurefeed.io,1533931200000,1534017600000
306,,3,17.0,write.merely.com,1533931200000,1534017600000
307,,3,6.0,bedroom.hang-around-with.edu,1533931200000,1534017600000
308,,3,4.0,the-unemployed.appointment.net,1533931200000,1534017600000
309,,3,3.0,employermeasurement.net,1533931200000,1534017600000
310,,3,9.0,manage.popular.edu,1533931200000,1534017600000
311,,3,20.0,sufficientlywide.net,1533931200000,1534017600000
312,,3,3.0,forestheavy.com,1533931200000,1534017600000
313,,3,343.0,argueprove.gov,1533931200000,1534017600000
314,,3,13.0,separatelyrole.edu,1533931200000,1534017600000
315,,3,3.0,century.bring-down.gov,1533931200000,1534017600000
316,,3,3.0,yeah.dream.com,1533931200000,1534017600000
317,,3,3.0,cut-back.importance.gov,1533931200000,1534017600000
318,,3,6.0,attractiveacceptable.gov,1533931200000,1534017600000
319,,3,162.0,workingmuscle.org,1533931200000,1534017600000
320,,3,5.0,expensiveinformal.io,1533931200000,1534017600000
321,,3,11.0,communication.replace.gov,1533931200000,1534017600000
322,,3,13.0,removal.less.io,1533931200000,1534017600000
323,,3,7.0,grassstill.io,1533931200000,1534017600000
324,,3,6.0,crop.chop.edu,1533931200000,1534017600000
325,,3,3.0,spare.traffic.edu,1533931200000,1534017600000
326,,3,5.0,tear-up.accept.io,1533931200000,1534017600000
327,,3,3.0,noisily.expand.edu,1533931200000,1534017600000
328,,3,48.0,hugeobservation.org,1533931200000,1534017600000
329,,3,46.0,apologize.pride.io,1533931200000,1534017600000
330,,3,139.0,editiongallon.gov,1533931200000,1534017600000
331,,3,3.0,pull-outone-another.gov,1533931200000,1534017600000
332,,3,3.0,ill.select.com,1533931200000,1534017600000
333,,3,8.0,sweet.generation.org,1533931200000,1534017600000
334,,3,4.0,novelthrow.io,1533931200000,1534017600000
335,,3,3.0,put-awayboy.net,1533931200000,1534017600000
336,,3,3.0,ultimatesufficient.net,1533931200000,1534017600000
337,,3,6.0,followingunlucky.edu,1533931200000,1534017600000
338,,3,3.0,rounded.restrict.org,1533931200000,1534017600000
339,,3,3.0,advise.council.com,1533931200000,1534017600000
340,,3,4.0,complicate.cheat.io,1533931200000,1534017600000
341,,3,9.0,transparentsurvive.com,1533931200000,1534017600000
342,,3,10.0,dietgame.gov,1533931200000,1534017600000
343,,3,129.0,die-outpassport.gov,1533931200000,1534017600000
344,,3,40.0,instead.slide.io,1533931200000,1534017600000
345,,3,6.0,rope.largely.net,1533931200000,1534017600000
346,,3,49.0,taxi.thank.io,1533931200000,1534017600000
347,,3,3.0,beer.internal.org,1533931200000,1534017600000
348,,3,4.0,deriveburst-into.io,1533931200000,1534017600000
349,,3,9.0,expectdesk.com,1533931200000,1534017600000
350,,3,3.0,labourweakness.com,1533931200000,1534017600000
351,,3,3.0,catch-up.only.net,1533931200000,1534017600000
352,,3,24.0,drawer.relief.com,1533931200000,1534017600000
353,,3,3.0,method.medium.io,1533931200000,1534017600000
354,,3,8.0,safety.painting.org,1533931200000,1534017600000
355,,3,130.0,shinehim.net,1533931200000,1534017600000
356,,3,3.0,hang-around-with.oven.net,1533931200000,1534017600000
357,,3,3.0,increasingly.look-on-with.com,1533931200000,1534017600000
358,,3,3.0,connectedburn-down.gov,1533931200000,1534017600000
359,,3,4.0,hang-about-withobjective.edu,1533931200000,1534017600000
360,,3,8.0,shoulder.turn-back.io,1533931200000,1534017600000
361,,3,12.0,hold-on.row-1.io,1533931200000,1534017600000
362,,3,20.0,accidentally.rope.com,1533931200000,1534017600000
363,,3,9.0,put-out.correct.com,1533931200000,1534017600000
364,,3,3.0,formula.explore.org,1533931200000,1534017600000
365,,3,3.0,home.cotton.net,1533931200000,1534017600000
366,,3,3.0,shoot-downsubstitute.net,1533931200000,1534017600000
367,,3,3.0,give-awayignore.org,1533931200000,1534017600000
368,,3,4.0,tillpush-forward.io,1533931200000,1534017600000
369,,3,14.0,repair.facility.io,1533931200000,1534017600000
370,,3,3.0,constructbiscuit.edu,1533931200000,1534017600000
371,,3,3.0,dangerousunwilling.edu,1533931200000,1534017600000
372,,3,3.0,display.signature.gov,1533931200000,1534017600000
373,,3,3.0,show-off.extension.gov,1533931200000,1534017600000
374,,3,9.0,maintain.continent.gov,1533931200000,1534017600000
375,,3,3.0,descriptioncontinue.io,1533931200000,1534017600000
376,,3,6.0,freelycommunication.org,1533931200000,1534017600000
377,,3,3.0,applepublishing.org,1533931200000,1534017600000
378,,3,12.0,immoral.effect.net,1533931200000,1534017600000
379,,3,4.0,joint.curiously.org,1533931200000,1534017600000
380,,3,8.0,genuinechase.io,1533931200000,1534017600000
381,,3,11.0,rid.load.net,1533931200000,1534017600000
382,,3,5.0,variation.stop.org,1533931200000,1534017600000
383,,3,3.0,curious.hand.net,1533931200000,1534017600000
384,,3,8.0,recalljewellery.io,1533931200000,1534017600000
385,,3,4.0,reservationfreely.net,1533931200000,1534017600000
386,,3,7.0,essentiallymovie-theater.gov,1533931200000,1534017600000
387,,3,10.0,stick.bag.org,1533931200000,1534017600000
388,,3,8.0,come-up-toJuly.gov,1533931200000,1534017600000
389,,3,6.0,containinstruction.io,1533931200000,1534017600000
390,,3,3.0,cablepure.org,1533931200000,1534017600000
391,,3,3.0,worse.width.gov,1533931200000,1534017600000
392,,3,4.0,guard.step.io,1533931200000,1534017600000
393,,3,31.0,coal.softly.io,1533931200000,1534017600000
394,,3,4.0,amongmeeting.io,1533931200000,1534017600000
395,,3,7.0,one.tonight.com,1533931200000,1534017600000
396,,3,3.0,officercard.io,1533931200000,1534017600000
397,,3,5.0,go-outtwelve.io,1533931200000,1534017600000
398,,29,29.0,byeplant.org,1533931200000,1534017600000
399,,29,29.0,each-other.lively.io,1533931200000,1534017600000
400,,288,1927.0,runhotel.org,1533931200000,1534017600000
401,,28,39.0,very.figure-out.net,1533931200000,1534017600000
402,,28,39.0,cross-outnephew.edu,1533931200000,1534017600000
403,,273,5987.0,medium.come-from.com,1533931200000,1534017600000
404,,27,30.0,unexpectedfaint.org,1533931200000,1534017600000
405,,27,31.0,imageshaped.io,1533931200000,1534017600000
406,,26,101.0,Februaryroll.org,1533931200000,1534017600000
407,,257,767.0,within.get-over.net,1533931200000,1534017600000
408,,25,29.0,skin.choose.edu,1533931200000,1534017600000
409,,25,70.0,to.unusually.gov,1533931200000,1534017600000
410,,24,310.0,research.next.edu,1533931200000,1534017600000
411,,22,23.0,funeral.steel.net,1533931200000,1534017600000
412,,22,29.0,slowlyfolding.com,1533931200000,1534017600000
413,,22,34.0,bookfrighten.io,1533931200000,1534017600000
414,,21,48.0,potato.petrol.gov,1533931200000,1534017600000
415,,21,21.0,comesource.gov,1533931200000,1534017600000
416,,21,22.0,tie.treatment.net,1533931200000,1534017600000
417,,21,31.0,genuinelyengage.io,1533931200000,1534017600000
418,,207,417.0,twelfth.rich.edu,1533931200000,1534017600000
419,,206,4475.0,shopundo.net,1533931200000,1534017600000
420,,203,1277.0,owner.bubble.edu,1533931200000,1534017600000
421,,20,73.0,urban.pronounce.net,1533931200000,1534017600000
422,,20,33.0,girlfriendpointed.edu,1533931200000,1534017600000
423,,2,3.0,effortconscious.com,1533931200000,1534017600000
424,,2,2.0,upwardsnews.com,1533931200000,1534017600000
425,,2,2.0,rejectchart.gov,1533931200000,1534017600000
426,,2,2.0,growth.resist.net,1533931200000,1534017600000
427,,2,10.0,intention.pair.edu,1533931200000,1534017600000
428,,2,2.0,chiefultimate.net,1533931200000,1534017600000
429,,2,3.0,engaged.sincerely.io,1533931200000,1534017600000
430,,2,2.0,solvechairman.gov,1533931200000,1534017600000
431,,2,5.0,sell-out.estimate.io,1533931200000,1534017600000
432,,2,4.0,explodekid.com,1533931200000,1534017600000
433,,2,4.0,curiously.mobile.io,1533931200000,1534017600000
434,,2,4.0,absolute.reserve.net,1533931200000,1534017600000
435,,2,5.0,murder.chop.edu,1533931200000,1534017600000
436,,2,3.0,holidaycheerful.gov,1533931200000,1534017600000
437,,2,2.0,sight.another.edu,1533931200000,1534017600000
438,,2,11.0,give-backdrop.net,1533931200000,1534017600000
439,,2,2.0,advise.stamp.com,1533931200000,1534017600000
440,,2,20.0,hebrave.org,1533931200000,1534017600000
441,,2,3.0,downward.beat-up.edu,1533931200000,1534017600000
442,,2,12.0,worsesorry.net,1533931200000,1534017600000
443,,2,2.0,euro.protection.net,1533931200000,1534017600000
444,,2,2.0,secretaryas.edu,1533931200000,1534017600000
445,,2,2.0,investigationprove.net,1533931200000,1534017600000
446,,2,6.0,politicssave.net,1533931200000,1534017600000
447,,2,2.0,hand-round.petrol.org,1533931200000,1534017600000
448,,2,2.0,knitted.mile.io,1533931200000,1534017600000
449,,2,3.0,qualified.warning.org,1533931200000,1534017600000
450,,2,2.0,rate.envelope.io,1533931200000,1534017600000
451,,2,11.0,next.board.net,1533931200000,1534017600000
452,,2,2.0,typicalrule.org,1533931200000,1534017600000
453,,2,2.0,bored.pronounce.net,1533931200000,1534017600000
454,,2,2.0,mistaken.defend.edu,1533931200000,1534017600000
455,,2,5.0,pull-overdivision.gov,1533931200000,1534017600000
456,,2,165.0,dishonestly.rent.org,1533931200000,1534017600000
457,,2,2.0,keep-up.tail.com,1533931200000,1534017600000
458,,2,20.0,look-throughrapidly.com,1533931200000,1534017600000
459,,2,4.0,freelyshoulder.net,1533931200000,1534017600000
