lhub_ts,Account_Name,_time,index,New_Process_ID,Creator_Process_ID,Creator_Process_Name,Security_ID,ComputerName,New_Process_Name,Account_Domain,_kv
1550157615000,"Administrator,-",2019-02-14T09:27:22.000-06:00,wintel,2458,F74,C:\Windows\arp.exe,"S-1-5-21-2818115297-1122405967-1646991738-500,S-1-0-0",kha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550157614000,"Administrator,-",2019-02-14T09:27:22.000-06:00,wintel,24A0,F74,C:\Program Files\rempl\ping.exe,"S-1-5-21-2818115297-1122405967-1646991738-500,S-1-0-0",kha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550157613000,"Administrator,-",2019-02-14T09:23:57.000-06:00,wintel,478,FD8,C:\Program Files\rempl\ping.exe,"S-1-5-21-2818115297-1122405967-1646991738-500,S-1-0-0",WINDOWS-AUPC1C5.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550157613000,"KHA$,-",2019-02-14T09:20:15.000-06:00,wintel,15F4,16A0,C:\Program Files\rempl\mimikatz.exe,"S-1-5-18,S-1-0-0",kha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550157612000,"KHA$,-",2019-02-14T09:20:15.000-06:00,wintel,164C,16A0,C:\Program Files\rempl\netsh.exe,"S-1-5-18,S-1-0-0",kha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550157209000,"KHA$,-",2019-02-14T09:20:14.000-06:00,wintel,2364,16A0,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",kha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550157179000,"KHA$,-",2019-02-14T09:20:13.000-06:00,wintel,1F74,16A0,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",kha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550157164000,"KHA$,-",2019-02-14T09:20:13.000-06:00,wintel,1D04,16A0,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",kha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550157157000,"KHA$,-",2019-02-14T09:20:12.000-06:00,wintel,1608,16A0,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",kha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550157116000,"ALPHA$,Administrator",2019-02-14T09:13:29.000-06:00,wintel,1AEC,2970,C:\Windows\net.exe,"S-1-5-18,S-1-0-0",alpha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,HQ1",1
1550157056000,"Administrator,-",2019-02-14T09:12:59.000-06:00,wintel,22F4,518,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"S-1-5-21-2818115297-1122405967-1646991738-500,S-1-0-0",alpha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550156987000,"Administrator,-",2019-02-14T09:12:44.000-06:00,wintel,2B38,518,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"S-1-5-21-2818115297-1122405967-1646991738-500,S-1-0-0",alpha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550156459000,"Administrator,-",2019-02-14T09:12:37.000-06:00,wintel,23C4,518,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"S-1-5-21-2818115297-1122405967-1646991738-500,S-1-0-0",alpha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550137215000,"Administrator,-",2019-02-14T09:11:56.000-06:00,wintel,25C4,518,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"S-1-5-21-2818115297-1122405967-1646991738-500,S-1-0-0",alpha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550137215000,"Administrator,-",2019-02-14T09:10:56.000-06:00,wintel,2314,518,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"S-1-5-21-2818115297-1122405967-1646991738-500,S-1-0-0",alpha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550137215000,"Administrator,-",2019-02-14T09:09:47.000-06:00,wintel,1F1C,518,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"S-1-5-21-2818115297-1122405967-1646991738-500,S-1-0-0",alpha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550137212000,"developer6,-",2019-02-14T09:00:59.000-06:00,wintel,1E64,31C,C:\Windows\ipconfig.exe,"S-1-5-21-2818115297-1122405967-1646991738-1203,S-1-0-0",tha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550137211000,"KAPPA$,-",2019-02-14T03:40:15.000-06:00,wintel,144C,F6C,C:\Program Files\rempl\ping.exe,"S-1-5-18,S-1-0-0",kappa.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550137210000,"KAPPA$,-",2019-02-14T03:41:15.000-06:00,wintel,13C4,F6C,C:\Program Files\rempl\ping.exe,"S-1-5-18,S-1-0-0",kappa.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550135401000,"KAPPA$,-",2019-02-14T03:42:15.000-06:00,wintel,15C4,F6C,C:\Program Files\rempl\mimikatz.exe,"S-1-5-18,S-1-0-0",kappa.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550135401000,"KAPPA$,-",2019-02-14T03:43:12.000-06:00,wintel,EB4,F6C,C:\Program Files\rempl\netsh.exe,"S-1-5-18,S-1-0-0",kappa.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550135401000,"KAPPA$,-",2019-02-14T03:40:11.000-06:00,wintel,27C,F6C,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",kappa.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550135399000,"KAPPA$,-",2019-02-14T03:40:10.000-06:00,wintel,1278,F6C,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",kappa.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550135398000,"HA$,-",2019-02-14T03:10:01.000-06:00,wintel,C7C,12DC,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",ha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550135396000,"HA$,-",2019-02-14T03:10:01.000-06:00,wintel,E0C,12DC,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",ha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550128066000,"HA$,-",2019-02-14T03:10:01.000-06:00,wintel,C18,12DC,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",ha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550128066000,"HA$,-",2019-02-14T03:09:59.000-06:00,wintel,EE0,12DC,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",ha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550128066000,"HA$,-",2019-02-14T03:09:58.000-06:00,wintel,14DC,12DC,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",ha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550128063000,"HA$,-",2019-02-14T03:09:56.000-06:00,wintel,17C8,12DC,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",ha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550128063000,"THA$,-",2019-02-14T01:07:46.000-06:00,wintel,1E58,1284,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",tha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550128062000,"THA$,-",2019-02-14T01:07:46.000-06:00,wintel,9E8,1284,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",tha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550126630000,"THA$,-",2019-02-14T01:07:46.000-06:00,wintel,778,1284,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",tha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550126630000,"THA$,-",2019-02-14T01:07:43.000-06:00,wintel,1588,1284,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",tha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550126629000,"THA$,-",2019-02-14T01:07:43.000-06:00,wintel,740,1284,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",tha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550126621000,"THA$,-",2019-02-14T01:07:42.000-06:00,wintel,9B0,1284,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",tha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550126620000,"GAMMA$,-",2019-02-14T00:43:50.000-06:00,wintel,15A0,A9C,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",gamma.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550126618000,"GAMMA$,-",2019-02-14T00:43:50.000-06:00,wintel,1200,A9C,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",gamma.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550097531000,"GAMMA$,-",2019-02-14T00:43:49.000-06:00,wintel,44C,A9C,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",gamma.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550097487000,"GAMMA$,-",2019-02-14T00:43:41.000-06:00,wintel,A4C,A9C,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",gamma.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550096667000,"GAMMA$,-",2019-02-14T00:43:40.000-06:00,wintel,4F8,A9C,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",gamma.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550096667000,"GAMMA$,-",2019-02-14T00:43:38.000-06:00,wintel,E04,A9C,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",gamma.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550096666000,"mark,-",2019-02-13T16:38:51.000-06:00,wintel,12AC,147C,C:\Windows\explorer.exe,"S-1-5-21-2818115297-1122405967-1646991738-1138,S-1-0-0",kha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550096664000,"mark,-",2019-02-13T16:38:07.000-06:00,wintel,16B8,20D4,C:\Windows\explorer.exe,"S-1-5-21-2818115297-1122405967-1646991738-1138,S-1-0-0",zeta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550096664000,"IOTA$,-",2019-02-13T16:24:27.000-06:00,wintel,214,16F8,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",iota.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550096662000,"IOTA$,-",2019-02-13T16:24:27.000-06:00,wintel,170C,16F8,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",iota.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550092739000,"IOTA$,-",2019-02-13T16:24:26.000-06:00,wintel,67C,16F8,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",iota.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550092739000,"IOTA$,-",2019-02-13T16:24:24.000-06:00,wintel,139C,16F8,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",iota.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550092739000,"IOTA$,-",2019-02-13T16:24:24.000-06:00,wintel,434,16F8,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",iota.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550092737000,"IOTA$,-",2019-02-13T16:24:22.000-06:00,wintel,1774,16F8,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",iota.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550092736000,"WINDOWS-7N4Q14D$,-",2019-02-13T15:18:59.000-06:00,wintel,2B0,3F8,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",WINDOWS-7N4Q14D.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550092735000,"WINDOWS-7N4Q14D$,-",2019-02-13T15:18:59.000-06:00,wintel,420,3F8,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",WINDOWS-7N4Q14D.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550085677000,"WINDOWS-7N4Q14D$,-",2019-02-13T15:18:59.000-06:00,wintel,146C,3F8,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",WINDOWS-7N4Q14D.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550085024000,"WINDOWS-7N4Q14D$,-",2019-02-13T15:18:57.000-06:00,wintel,344,3F8,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",WINDOWS-7N4Q14D.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550084989000,"WINDOWS-7N4Q14D$,-",2019-02-13T15:18:56.000-06:00,wintel,1700,3F8,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",WINDOWS-7N4Q14D.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550083407000,"WINDOWS-7N4Q14D$,-",2019-02-13T15:18:55.000-06:00,wintel,FBC,3F8,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",WINDOWS-7N4Q14D.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550082146000,"developer3,-",2019-02-13T13:21:17.000-06:00,wintel,2340,163C,C:\Windows\explorer.exe,"S-1-5-21-2818115297-1122405967-1646991738-1193,S-1-0-0",delta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550082146000,"developer3,-",2019-02-13T13:10:24.000-06:00,wintel,1F60,1828,C:\Windows\explorer.exe,"S-1-5-21-2818115297-1122405967-1646991738-1193,S-1-0-0",delta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550082145000,"developer3,-",2019-02-13T13:09:49.000-06:00,wintel,1470,1828,C:\Windows\explorer.exe,"S-1-5-21-2818115297-1122405967-1646991738-1193,S-1-0-0",delta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550082143000,"KAPPA$,-",2019-02-14T04:40:15.000-06:00,wintel,144C,F6C,C:\Program Files\rempl\ping.exe,"S-1-5-18,S-1-0-0",kappa.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550082143000,"KAPPA$,-",2019-02-14T04:41:15.000-06:00,wintel,13C4,F6C,C:\Program Files\rempl\ping.exe,"S-1-5-18,S-1-0-0",kappa.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550082142000,"KAPPA$,-",2019-02-14T04:42:15.000-06:00,wintel,15C4,F6C,C:\Program Files\rempl\mimikatz.exe,"S-1-5-18,S-1-0-0",kappa.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550081860000,"KAPPA$,-",2019-02-14T04:43:12.000-06:00,wintel,EB4,F6C,C:\Program Files\rempl\netsh.exe,"S-1-5-18,S-1-0-0",kappa.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550080681000,"KAPPA$,-",2019-02-14T04:40:11.000-06:00,wintel,27C,F6C,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",kappa.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550080256000,"KAPPA$,-",2019-02-14T03:40:10.000-06:00,wintel,1278,F6C,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",kappa.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550079582000,"BA$,-",2019-02-13T12:22:22.000-06:00,wintel,818,6F8,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",ba.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550079003000,"developer3,-",2019-02-13T12:17:40.000-06:00,wintel,1098,1828,C:\Windows\explorer.exe,"S-1-5-21-2818115297-1122405967-1646991738-1193,S-1-0-0",delta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550078603000,"mark,-",2019-02-13T11:58:01.000-06:00,wintel,1EFC,F0,C:\Windows\explorer.exe,"S-1-5-21-2818115297-1122405967-1646991738-1138,S-1-0-0",kha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550077372000,"Administrator,-",2019-02-13T11:50:56.000-06:00,wintel,2A6C,15C4,C:\Program Files\rempl\dsquery.exe,"S-1-5-21-2818115297-1122405967-1646991738-500,S-1-0-0",WINDOWS-AUPC1C5.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550076931000,"Administrator,-",2019-02-13T11:39:42.000-06:00,wintel,37C,2104,C:\Program Files\rempl\ping.exe,"S-1-5-21-2818115297-1122405967-1646991738-500,S-1-0-0",alpha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550076930000,"BETA$,Administrator",2019-02-13T11:30:03.000-06:00,wintel,2180,1BBC,C:\Program Files\rempl\mimikatz.exe,"S-1-5-18,S-1-0-0",beta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,HQ1",1
1550076822000,"Administrator,-",2019-02-13T11:23:23.000-06:00,wintel,388,CDC,C:\Program Files\rempl\netsh.exe,"S-1-5-21-2818115297-1122405967-1646991738-500,S-1-0-0",alpha.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550076821000,"eric,-",2019-02-13T11:02:52.000-06:00,wintel,18B4,2BE8,C:\Windows\explorer.exe,"S-1-5-21-2818115297-1122405967-1646991738-1195,S-1-0-0",beta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550076196000,"developer3,-",2019-02-13T10:55:31.000-06:00,wintel,974,1C48,C:\Windows\System32\cmd.exe,"S-1-5-21-2818115297-1122405967-1646991738-1193,S-1-0-0",delta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550075686000,"developer3,-",2019-02-13T10:55:30.000-06:00,wintel,1C48,10E8,C:\Users\DEVELO~1\AppData\Local\Temp\is-87RLM.tmp\Git-2.20.1-64-bit.tmp,"S-1-5-21-2818115297-1122405967-1646991738-1193,S-1-0-0",delta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550075685000,"developer3,-",2019-02-13T10:53:42.000-06:00,wintel,1A60,10E8,C:\Users\DEVELO~1\AppData\Local\Temp\is-87RLM.tmp\Git-2.20.1-64-bit.tmp,"S-1-5-21-2818115297-1122405967-1646991738-1193,S-1-0-0",delta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550075684000,"developer3,-",2019-02-13T10:53:41.000-06:00,wintel,1E30,10E8,C:\Users\DEVELO~1\AppData\Local\Temp\is-87RLM.tmp\Git-2.20.1-64-bit.tmp,"S-1-5-21-2818115297-1122405967-1646991738-1193,S-1-0-0",delta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550075673000,"eric,-",2019-02-13T10:43:16.000-06:00,wintel,C9C,2868,C:\Windows\explorer.exe,"S-1-5-21-2818115297-1122405967-1646991738-1195,S-1-0-0",beta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550075673000,"DELTA$,-",2019-02-13T10:34:46.000-06:00,wintel,1C24,354,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",delta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550075671000,"DELTA$,-",2019-02-13T10:34:45.000-06:00,wintel,1A0C,354,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",delta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550075482000,"DELTA$,-",2019-02-13T10:34:44.000-06:00,wintel,1DA8,354,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",delta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550075481000,"DELTA$,-",2019-02-13T10:34:33.000-06:00,wintel,2108,354,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",delta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550075480000,"DELTA$,-",2019-02-13T10:34:33.000-06:00,wintel,1D48,354,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",delta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550075479000,"DELTA$,-",2019-02-13T10:34:31.000-06:00,wintel,217C,354,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",delta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550074962000,"developer3,-",2019-02-13T10:31:22.000-06:00,wintel,1BF0,1828,C:\Windows\explorer.exe,"S-1-5-21-2818115297-1122405967-1646991738-1193,S-1-0-0",delta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550074961000,"developer3,-",2019-02-13T10:31:21.000-06:00,wintel,1F28,1828,C:\Windows\explorer.exe,"S-1-5-21-2818115297-1122405967-1646991738-1193,S-1-0-0",delta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550074961000,"developer3,-",2019-02-13T10:31:20.000-06:00,wintel,1270,1828,C:\Windows\explorer.exe,"S-1-5-21-2818115297-1122405967-1646991738-1193,S-1-0-0",delta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550074960000,"developer3,-",2019-02-13T10:31:19.000-06:00,wintel,1AA4,1828,C:\Windows\explorer.exe,"S-1-5-21-2818115297-1122405967-1646991738-1193,S-1-0-0",delta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550074960000,"JIM$,-",2019-02-13T10:22:42.000-06:00,wintel,1D58,4C0,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",jim.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550074958000,"JIM$,-",2019-02-13T10:22:41.000-06:00,wintel,1C28,4C0,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",jim.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550073795000,"JIM$,-",2019-02-13T10:22:41.000-06:00,wintel,430,4C0,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",jim.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550073795000,"JIM$,-",2019-02-13T10:22:40.000-06:00,wintel,1E10,4C0,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",jim.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550073795000,"JIM$,-",2019-02-13T10:22:40.000-06:00,wintel,19AC,4C0,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",jim.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550073793000,"JIM$,-",2019-02-13T10:22:38.000-06:00,wintel,A44,4C0,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",jim.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550073793000,"BETA$,-",2019-02-13T10:03:15.000-06:00,wintel,14F4,2490,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",beta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550073792000,"BETA$,-",2019-02-13T10:03:15.000-06:00,wintel,1B3C,2490,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",beta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550073747000,"BETA$,-",2019-02-13T10:03:15.000-06:00,wintel,C3C,2490,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",beta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
1550073747000,"BETA$,-",2019-02-13T10:03:13.000-06:00,wintel,122C,2490,C:\Program Files\rempl\sedlauncher.exe,"S-1-5-18,S-1-0-0",beta.hq1.com,C:\Windows\System32\cmd.exe,"HQ1,-",1
