lhub_ts,_count,username,startTime,endTime
,11836,pps520,1534251600000,1534266000000
,11793,ooj082,1534251600000,1534266000000
,11760,eoz599,1534251600000,1534266000000
,11743,zhb567,1534251600000,1534266000000
,11713,rch928,1534251600000,1534266000000
,11681,oin885,1534251600000,1534266000000
,11605,owd950,1534251600000,1534266000000
,11604,xbp492,1534251600000,1534266000000
,11556,esf976,1534251600000,1534266000000
,11449,flq809,1534251600000,1534266000000
,11416,dza514,1534251600000,1534266000000
,11206,azn836,1534251600000,1534266000000
,11205,lcg516,1534251600000,1534266000000
,11151,lcn176,1534251600000,1534266000000
,11119,dsq289,1534251600000,1534266000000
,11037,juo636,1534251600000,1534266000000
,11004,bwh533,1534251600000,1534266000000
,10938,vgq668,1534251600000,1534266000000
,10888,lxk422,1534251600000,1534266000000
,10877,dlt215,1534251600000,1534266000000
,10845,nbh549,1534251600000,1534266000000
,10774,axt116,1534251600000,1534266000000
,10738,qtv434,1534251600000,1534266000000
,10734,bcq099,1534251600000,1534266000000
,10620,iix556,1534251600000,1534266000000
,10610,wnb570,1534251600000,1534266000000
,10550,jrx304,1534251600000,1534266000000
,10518,avk788,1534251600000,1534266000000
,10471,cmk902,1534251600000,1534266000000
,10333,kcv619,1534251600000,1534266000000
,10302,lkv768,1534251600000,1534266000000
,10214,hvg150,1534251600000,1534266000000
,10199,ogo291,1534251600000,1534266000000
,10191,krr915,1534251600000,1534266000000
,10126,wbs052,1534251600000,1534266000000
,10115,onb042,1534251600000,1534266000000
,10095,lnc106,1534251600000,1534266000000
,10087,piv099,1534251600000,1534266000000
,10048,jfz503,1534251600000,1534266000000
,10018,nwz629,1534251600000,1534266000000
,9976,hti531,1534251600000,1534266000000
,9936,hmg048,1534251600000,1534266000000
,9932,rdd108,1534251600000,1534266000000
,9903,qvl471,1534251600000,1534266000000
,9707,paq942,1534251600000,1534266000000
,9525,mxs708,1534251600000,1534266000000
,9489,oxe412,1534251600000,1534266000000
,9478,rpt570,1534251600000,1534266000000
,9421,jdt385,1534251600000,1534266000000
,9309,axv829,1534251600000,1534266000000
,9224,acb394,1534251600000,1534266000000
,9223,rgs921,1534251600000,1534266000000
,9201,hso488,1534251600000,1534266000000
,9086,dmy940,1534251600000,1534266000000
,9074,dkt619,1534251600000,1534266000000
,9038,dcu143,1534251600000,1534266000000
,9037,koe471,1534251600000,1534266000000
,8924,pqs062,1534251600000,1534266000000
,8905,sxz882,1534251600000,1534266000000
,8884,uin931,1534251600000,1534266000000
,8883,uql452,1534251600000,1534266000000
,8879,nbn951,1534251600000,1534266000000
,8793,xww245,1534251600000,1534266000000
,8725,bxn265,1534251600000,1534266000000
,8666,fjq937,1534251600000,1534266000000
,8630,ktj868,1534251600000,1534266000000
,8626,jse385,1534251600000,1534266000000
,8621,xms152,1534251600000,1534266000000
,8611,lhj651,1534251600000,1534266000000
,8608,qnz749,1534251600000,1534266000000
,8592,fje519,1534251600000,1534266000000
,8589,tec520,1534251600000,1534266000000
,8516,yoy672,1534251600000,1534266000000
,8509,owi504,1534251600000,1534266000000
,8461,bla785,1534251600000,1534266000000
,8442,boe568,1534251600000,1534266000000
,8398,ckx768,1534251600000,1534266000000
,8344,roo143,1534251600000,1534266000000
,8335,iqg980,1534251600000,1534266000000
,8313,yrm060,1534251600000,1534266000000
,8247,hug139,1534251600000,1534266000000
,8166,kfk277,1534251600000,1534266000000
,8128,yda904,1534251600000,1534266000000
,8121,dri709,1534251600000,1534266000000
,8062,mjg297,1534251600000,1534266000000
,8051,gsa250,1534251600000,1534266000000
,8016,wtn123,1534251600000,1534266000000
,8006,vhz326,1534251600000,1534266000000
,7949,rtc327,1534251600000,1534266000000
,7940,bpg591,1534251600000,1534266000000
,7927,mhn363,1534251600000,1534266000000
,7906,goh923,1534251600000,1534266000000
,7845,oqm185,1534251600000,1534266000000
,7840,pxl234,1534251600000,1534266000000
,7781,udk995,1534251600000,1534266000000
,7718,kct031,1534251600000,1534266000000
,7684,xsc456,1534251600000,1534266000000
,7604,goa025,1534251600000,1534266000000
,7598,zam446,1534251600000,1534266000000
,7558,jlf378,1534251600000,1534266000000
,7542,mho578,1534251600000,1534266000000
,7507,tqk024,1534251600000,1534266000000
,7489,mtu414,1534251600000,1534266000000
,7486,cpt781,1534251600000,1534266000000
,7431,uvw494,1534251600000,1534266000000
,7425,ldy902,1534251600000,1534266000000
,7416,npv775,1534251600000,1534266000000
,7404,ioi962,1534251600000,1534266000000
,7386,ofv806,1534251600000,1534266000000
,7334,mub721,1534251600000,1534266000000
,7208,wso911,1534251600000,1534266000000
,7185,yqb807,1534251600000,1534266000000
,7165,yjk588,1534251600000,1534266000000
,7162,xzv214,1534251600000,1534266000000
,7158,zdz946,1534251600000,1534266000000
,7123,doq481,1534251600000,1534266000000
,7109,dgm357,1534251600000,1534266000000
,7055,ujm551,1534251600000,1534266000000
,7048,zlb813,1534251600000,1534266000000
,7011,jco656,1534251600000,1534266000000
,6985,syd451,1534251600000,1534266000000
,6972,fup900,1534251600000,1534266000000
,6961,jfs106,1534251600000,1534266000000
,6942,wpt522,1534251600000,1534266000000
,6920,lsk454,1534251600000,1534266000000
,6882,ziw187,1534251600000,1534266000000
,6860,gqi742,1534251600000,1534266000000
,6801,dil158,1534251600000,1534266000000
,6793,kan107,1534251600000,1534266000000
,6744,xva264,1534251600000,1534266000000
,6736,olz972,1534251600000,1534266000000
,6723,hmf098,1534251600000,1534266000000
,6714,jsf458,1534251600000,1534266000000
,6696,pos064,1534251600000,1534266000000
,6683,azk184,1534251600000,1534266000000
,6666,euu197,1534251600000,1534266000000
,6656,vaz497,1534251600000,1534266000000
,6636,ygi687,1534251600000,1534266000000
,6606,vys187,1534251600000,1534266000000
,6579,sma123,1534251600000,1534266000000
,6545,dyh767,1534251600000,1534266000000
,6501,cne150,1534251600000,1534266000000
,6493,hom047,1534251600000,1534266000000
,6451,beu005,1534251600000,1534266000000
,6437,lyz488,1534251600000,1534266000000
,6435,peq983,1534251600000,1534266000000
,6411,lnz702,1534251600000,1534266000000
,6385,eng515,1534251600000,1534266000000
,6366,nxm267,1534251600000,1534266000000
,6295,jgb971,1534251600000,1534266000000
,6280,lkq313,1534251600000,1534266000000
,6207,xki034,1534251600000,1534266000000
,6187,tkg281,1534251600000,1534266000000
,6187,cml863,1534251600000,1534266000000
,6186,uyk749,1534251600000,1534266000000
,6157,osm328,1534251600000,1534266000000
,6143,egn422,1534251600000,1534266000000
,6122,rkt012,1534251600000,1534266000000
,6051,xwe943,1534251600000,1534266000000
,6037,txt737,1534251600000,1534266000000
,6013,pwr239,1534251600000,1534266000000
,5998,sko871,1534251600000,1534266000000
,5962,fdo297,1534251600000,1534266000000
,5954,wvj607,1534251600000,1534266000000
,5910,kke500,1534251600000,1534266000000
,5880,fnt664,1534251600000,1534266000000
,5846,snv025,1534251600000,1534266000000
,5820,euo520,1534251600000,1534266000000
,5779,tpg958,1534251600000,1534266000000
,5733,xqk531,1534251600000,1534266000000
,5713,zfo400,1534251600000,1534266000000
,5707,edy251,1534251600000,1534266000000
,5701,hgr047,1534251600000,1534266000000
,5672,tre744,1534251600000,1534266000000
,5658,nob146,1534251600000,1534266000000
,5654,pyj362,1534251600000,1534266000000
,5633,scj660,1534251600000,1534266000000
,5625,vsq591,1534251600000,1534266000000
,5604,twj052,1534251600000,1534266000000
,5602,poa331,1534251600000,1534266000000
,5597,bfr898,1534251600000,1534266000000
,5550,qha944,1534251600000,1534266000000
,5534,hpr842,1534251600000,1534266000000
,5524,blq563,1534251600000,1534266000000
,5495,grw656,1534251600000,1534266000000
,5484,els696,1534251600000,1534266000000
,5481,vnm643,1534251600000,1534266000000
,5469,lxr817,1534251600000,1534266000000
,5464,wrs378,1534251600000,1534266000000
,5445,qmj640,1534251600000,1534266000000
,5434,jsg374,1534251600000,1534266000000
,5394,tfr190,1534251600000,1534266000000
,5391,cqc586,1534251600000,1534266000000
,5390,dxu578,1534251600000,1534266000000
,5389,tjk383,1534251600000,1534266000000
,5387,dtm353,1534251600000,1534266000000
,5381,qoj506,1534251600000,1534266000000
,5375,ucx053,1534251600000,1534266000000
,5313,jpv887,1534251600000,1534266000000
,5307,fnd998,1534251600000,1534266000000
,5302,cxk638,1534251600000,1534266000000
,5294,apf656,1534251600000,1534266000000
,5290,hpg694,1534251600000,1534266000000
,5289,ink616,1534251600000,1534266000000
,5278,vnb629,1534251600000,1534266000000
,5258,mtf440,1534251600000,1534266000000
,5252,jsv263,1534251600000,1534266000000
,5248,dlv199,1534251600000,1534266000000
,5220,drg760,1534251600000,1534266000000
,5214,ypw203,1534251600000,1534266000000
,5189,iud340,1534251600000,1534266000000
,5151,fce762,1534251600000,1534266000000
,5079,yos763,1534251600000,1534266000000
,5063,cgc186,1534251600000,1534266000000
,4989,ipp615,1534251600000,1534266000000
,4987,akz421,1534251600000,1534266000000
,4985,yxq110,1534251600000,1534266000000
,4955,yss729,1534251600000,1534266000000
,4947,gue134,1534251600000,1534266000000
,4932,ftw582,1534251600000,1534266000000
,4924,zgc342,1534251600000,1534266000000
,4920,yiu881,1534251600000,1534266000000
,4920,pfl449,1534251600000,1534266000000
,4892,dbh759,1534251600000,1534266000000
,4885,tmf635,1534251600000,1534266000000
,4859,onq082,1534251600000,1534266000000
,4794,axh462,1534251600000,1534266000000
,4780,dtm206,1534251600000,1534266000000
,4766,aja586,1534251600000,1534266000000
,4760,qkw730,1534251600000,1534266000000
,4736,xbf872,1534251600000,1534266000000
,4715,vtg800,1534251600000,1534266000000
,4707,fcs127,1534251600000,1534266000000
,4679,ueg219,1534251600000,1534266000000
,4674,pyn675,1534251600000,1534266000000
,4671,lnx753,1534251600000,1534266000000
,4598,bia898,1534251600000,1534266000000
,4579,kjo022,1534251600000,1534266000000
,4505,wzh633,1534251600000,1534266000000
,4498,hmx101,1534251600000,1534266000000
,4493,ttl432,1534251600000,1534266000000
,4485,xfq044,1534251600000,1534266000000
,4479,wfz259,1534251600000,1534266000000
,4447,oyc879,1534251600000,1534266000000
,4441,juo832,1534251600000,1534266000000
,4440,vsn487,1534251600000,1534266000000
,4420,swo654,1534251600000,1534266000000
,4403,lpg758,1534251600000,1534266000000
,4266,nwp244,1534251600000,1534266000000
,4247,jmr494,1534251600000,1534266000000
,4239,jwc061,1534251600000,1534266000000
,4235,npz387,1534251600000,1534266000000
,4231,xzo822,1534251600000,1534266000000
,4226,bte299,1534251600000,1534266000000
,4212,gun431,1534251600000,1534266000000
,4208,fur024,1534251600000,1534266000000
,4194,bdy356,1534251600000,1534266000000
,4178,vgt865,1534251600000,1534266000000
,4177,pjz387,1534251600000,1534266000000
,4171,wfx154,1534251600000,1534266000000
,4168,yfl301,1534251600000,1534266000000
,4161,irv736,1534251600000,1534266000000
,4156,ijn081,1534251600000,1534266000000
,4126,vjl527,1534251600000,1534266000000
,4124,ggo295,1534251600000,1534266000000
,4089,mpj434,1534251600000,1534266000000
,4080,vez240,1534251600000,1534266000000
,4059,yaa180,1534251600000,1534266000000
,4051,leq224,1534251600000,1534266000000
,4041,uxa248,1534251600000,1534266000000
,4033,vkd555,1534251600000,1534266000000
,3976,tza288,1534251600000,1534266000000
,3958,pmj788,1534251600000,1534266000000
,3955,frx344,1534251600000,1534266000000
,3946,idc497,1534251600000,1534266000000
,3944,ajv235,1534251600000,1534266000000
,3937,ltx912,1534251600000,1534266000000
,3932,lqt760,1534251600000,1534266000000
,3930,zat032,1534251600000,1534266000000
,3910,uqf434,1534251600000,1534266000000
,3902,uct012,1534251600000,1534266000000
,3883,dvx108,1534251600000,1534266000000
,3856,yhf858,1534251600000,1534266000000
,3848,irn427,1534251600000,1534266000000
,3836,wdk005,1534251600000,1534266000000
,3816,wjt186,1534251600000,1534266000000
,3814,xlx314,1534251600000,1534266000000
,3808,pwh378,1534251600000,1534266000000
,3807,sty106,1534251600000,1534266000000
,3796,fpl783,1534251600000,1534266000000
,3781,qxl389,1534251600000,1534266000000
,3769,edy834,1534251600000,1534266000000
,3763,uir989,1534251600000,1534266000000
,3745,afn587,1534251600000,1534266000000
,3702,jkz279,1534251600000,1534266000000
,3683,gyc555,1534251600000,1534266000000
,3667,atc887,1534251600000,1534266000000
,3644,ipe472,1534251600000,1534266000000
,3619,wnq677,1534251600000,1534266000000
,3591,aba731,1534251600000,1534266000000
,3584,wyc356,1534251600000,1534266000000
,3577,bki698,1534251600000,1534266000000
,3563,leq079,1534251600000,1534266000000
,3534,ndi524,1534251600000,1534266000000
,3518,vyw745,1534251600000,1534266000000
,3504,chb686,1534251600000,1534266000000
,3503,oly830,1534251600000,1534266000000
,3488,lhb653,1534251600000,1534266000000
,3482,lka568,1534251600000,1534266000000
,3481,bfo406,1534251600000,1534266000000
,3475,jtk645,1534251600000,1534266000000
,3473,bzn244,1534251600000,1534266000000
,3456,udo349,1534251600000,1534266000000
,3395,upv355,1534251600000,1534266000000
,3386,cku519,1534251600000,1534266000000
,3352,tlj003,1534251600000,1534266000000
,3339,tfh321,1534251600000,1534266000000
,3334,aym246,1534251600000,1534266000000
,3314,dqm191,1534251600000,1534266000000
,3311,jer846,1534251600000,1534266000000
,3304,gux562,1534251600000,1534266000000
,3300,sce618,1534251600000,1534266000000
,3298,duf374,1534251600000,1534266000000
,3262,anu520,1534251600000,1534266000000
,3260,njn534,1534251600000,1534266000000
,3254,oxk690,1534251600000,1534266000000
,3253,eto037,1534251600000,1534266000000
,3247,hxd860,1534251600000,1534266000000
,3234,igd743,1534251600000,1534266000000
,3212,rue004,1534251600000,1534266000000
,3195,blm520,1534251600000,1534266000000
,3165,pib921,1534251600000,1534266000000
,3143,gkl156,1534251600000,1534266000000
,3138,osc699,1534251600000,1534266000000
,3128,ivv335,1534251600000,1534266000000
,3106,gbg519,1534251600000,1534266000000
,3087,fnc786,1534251600000,1534266000000
,3078,jke027,1534251600000,1534266000000
,3059,hsp520,1534251600000,1534266000000
,3036,xdm123,1534251600000,1534266000000
,3021,wun569,1534251600000,1534266000000
,3002,goj552,1534251600000,1534266000000
,3002,pip441,1534251600000,1534266000000
,2998,hvm338,1534251600000,1534266000000
,2947,zqx729,1534251600000,1534266000000
,2947,qzl757,1534251600000,1534266000000
,2924,ygf207,1534251600000,1534266000000
,2901,eil357,1534251600000,1534266000000
,2901,hhm613,1534251600000,1534266000000
,2853,pky698,1534251600000,1534266000000
,2840,rnt666,1534251600000,1534266000000
,2838,zzb558,1534251600000,1534266000000
,2835,kwk210,1534251600000,1534266000000
,2828,jbg162,1534251600000,1534266000000
,2794,jnm894,1534251600000,1534266000000
,2785,dps421,1534251600000,1534266000000
,2760,xwt040,1534251600000,1534266000000
,2748,xhp050,1534251600000,1534266000000
,2746,oas013,1534251600000,1534266000000
,2742,ggv273,1534251600000,1534266000000
,2705,igh782,1534251600000,1534266000000
,2704,rwq231,1534251600000,1534266000000
,2688,cfr527,1534251600000,1534266000000
,2668,mfq913,1534251600000,1534266000000
,2665,vjn989,1534251600000,1534266000000
,2653,vgc643,1534251600000,1534266000000
,2642,jvs684,1534251600000,1534266000000
,2639,kqp244,1534251600000,1534266000000
,2634,twy600,1534251600000,1534266000000
,2616,dak105,1534251600000,1534266000000
,2584,bet778,1534251600000,1534266000000
,2547,yol556,1534251600000,1534266000000
,2523,tdq832,1534251600000,1534266000000
,2511,npx791,1534251600000,1534266000000
,2504,dxi984,1534251600000,1534266000000
,2468,dsc626,1534251600000,1534266000000
,2456,cuq289,1534251600000,1534266000000
,2454,prs479,1534251600000,1534266000000
,2449,ndz608,1534251600000,1534266000000
,2447,xjp763,1534251600000,1534266000000
,2445,nwr252,1534251600000,1534266000000
,2413,olh976,1534251600000,1534266000000
,2409,biz439,1534251600000,1534266000000
,2403,xmq021,1534251600000,1534266000000
,2390,ywb412,1534251600000,1534266000000
,2366,qmh303,1534251600000,1534266000000
,2360,jsd812,1534251600000,1534266000000
,2344,seo577,1534251600000,1534266000000
,2334,ufj548,1534251600000,1534266000000
,2318,usn849,1534251600000,1534266000000
,2318,atk716,1534251600000,1534266000000
,2280,tht336,1534251600000,1534266000000
,2278,ysy605,1534251600000,1534266000000
,2278,ogv221,1534251600000,1534266000000
,2274,lcm617,1534251600000,1534266000000
,2274,taw314,1534251600000,1534266000000
,2263,xnf951,1534251600000,1534266000000
,2254,qyz161,1534251600000,1534266000000
,2251,wte541,1534251600000,1534266000000
,2251,see334,1534251600000,1534266000000
,2228,bno340,1534251600000,1534266000000
,2210,oqs369,1534251600000,1534266000000
,2208,phf864,1534251600000,1534266000000
,2202,lya236,1534251600000,1534266000000
,2160,qsf293,1534251600000,1534266000000
,2157,tye055,1534251600000,1534266000000
,2153,pqk406,1534251600000,1534266000000
,2134,hkk043,1534251600000,1534266000000
,2124,gde288,1534251600000,1534266000000
,2117,hbf748,1534251600000,1534266000000
,2113,nki261,1534251600000,1534266000000
,2101,wmf765,1534251600000,1534266000000
,2098,ukh558,1534251600000,1534266000000
,2079,rds157,1534251600000,1534266000000
,2076,hod547,1534251600000,1534266000000
,2074,mte686,1534251600000,1534266000000
,2073,frh491,1534251600000,1534266000000
,2071,prk054,1534251600000,1534266000000
,2065,cff176,1534251600000,1534266000000
,2058,ukj735,1534251600000,1534266000000
,2054,zjj892,1534251600000,1534266000000
,2049,jpg743,1534251600000,1534266000000
,2039,icg916,1534251600000,1534266000000
,2028,yqw921,1534251600000,1534266000000
,2009,zpa718,1534251600000,1534266000000
,2002,ini837,1534251600000,1534266000000
,2000,slq928,1534251600000,1534266000000
,1976,btr201,1534251600000,1534266000000
,1973,rzl483,1534251600000,1534266000000
,1953,aoc580,1534251600000,1534266000000
,1944,zcq793,1534251600000,1534266000000
,1932,kuo186,1534251600000,1534266000000
,1921,bsg200,1534251600000,1534266000000
,1908,knw588,1534251600000,1534266000000
,1901,yjw543,1534251600000,1534266000000
,1896,gla234,1534251600000,1534266000000
,1895,uhi142,1534251600000,1534266000000
,1894,qhd223,1534251600000,1534266000000
,1886,caz250,1534251600000,1534266000000
,1881,rck982,1534251600000,1534266000000
,1875,jny125,1534251600000,1534266000000
,1873,bgw139,1534251600000,1534266000000
,1861,mjt401,1534251600000,1534266000000
,1850,xwy578,1534251600000,1534266000000
,1848,xjd732,1534251600000,1534266000000
,1846,iql629,1534251600000,1534266000000
,1841,ryk888,1534251600000,1534266000000
,1841,nda324,1534251600000,1534266000000
,1826,tnr584,1534251600000,1534266000000
,1813,jsa488,1534251600000,1534266000000
,1803,uhf586,1534251600000,1534266000000
,1797,fzi628,1534251600000,1534266000000
,1779,rme029,1534251600000,1534266000000
,1751,flo152,1534251600000,1534266000000
,1728,oqg584,1534251600000,1534266000000
,1722,qqh276,1534251600000,1534266000000
,1721,srf796,1534251600000,1534266000000
,1715,kyy763,1534251600000,1534266000000
,1696,hro628,1534251600000,1534266000000
,1680,oxk230,1534251600000,1534266000000
,1662,tqt259,1534251600000,1534266000000
,1658,wyt495,1534251600000,1534266000000
,1654,lre892,1534251600000,1534266000000
,1648,rqn970,1534251600000,1534266000000
,1648,hsb038,1534251600000,1534266000000
,1636,jux893,1534251600000,1534266000000
,1627,fsn343,1534251600000,1534266000000
,1627,nux210,1534251600000,1534266000000
,1624,arf090,1534251600000,1534266000000
,1601,bwo364,1534251600000,1534266000000
,1591,jfi796,1534251600000,1534266000000
,1590,edd492,1534251600000,1534266000000
,1589,vlk394,1534251600000,1534266000000
,1589,zmo505,1534251600000,1534266000000
,1586,iax993,1534251600000,1534266000000
,1573,lip556,1534251600000,1534266000000
,1569,xoa418,1534251600000,1534266000000
,1565,bof208,1534251600000,1534266000000
,1560,spn649,1534251600000,1534266000000
,1549,bcl317,1534251600000,1534266000000
,1539,pfu425,1534251600000,1534266000000
,1536,mqf892,1534251600000,1534266000000
,1528,huo147,1534251600000,1534266000000
,1524,nnv845,1534251600000,1534266000000
,1524,sap255,1534251600000,1534266000000
,1522,zhq494,1534251600000,1534266000000
,1508,org361,1534251600000,1534266000000
,1503,nil387,1534251600000,1534266000000
,1493,kqw071,1534251600000,1534266000000
,1492,buw812,1534251600000,1534266000000
,1491,pgw004,1534251600000,1534266000000
,1485,uth084,1534251600000,1534266000000
,1475,osh824,1534251600000,1534266000000
,1470,wui903,1534251600000,1534266000000
,1465,mgx570,1534251600000,1534266000000
,1463,fxh543,1534251600000,1534266000000
,1461,zvi280,1534251600000,1534266000000
,1432,dcv499,1534251600000,1534266000000
,1428,tsr328,1534251600000,1534266000000
,1412,pyd904,1534251600000,1534266000000
,1412,par095,1534251600000,1534266000000
,1408,acm101,1534251600000,1534266000000
,1402,qjg986,1534251600000,1534266000000
,1398,tkk359,1534251600000,1534266000000
,1397,aah402,1534251600000,1534266000000
,1392,iop338,1534251600000,1534266000000
,1382,tuv780,1534251600000,1534266000000
,1364,dez451,1534251600000,1534266000000
,1362,jkx618,1534251600000,1534266000000
,1353,aji120,1534251600000,1534266000000
,1341,fnn971,1534251600000,1534266000000
,1339,ukc113,1534251600000,1534266000000
,1323,ykm655,1534251600000,1534266000000
,1318,npo689,1534251600000,1534266000000
,1315,guu104,1534251600000,1534266000000
,1295,mpc172,1534251600000,1534266000000
,1282,tjz893,1534251600000,1534266000000
,1279,yzb529,1534251600000,1534266000000
,1260,nlu256,1534251600000,1534266000000
,1255,snu028,1534251600000,1534266000000
,1227,vht521,1534251600000,1534266000000
,1225,egj978,1534251600000,1534266000000
,1221,irx922,1534251600000,1534266000000
,1205,bzn620,1534251600000,1534266000000
,1200,rot928,1534251600000,1534266000000
,1193,kpq291,1534251600000,1534266000000
,1175,qcj450,1534251600000,1534266000000
,1172,bdf321,1534251600000,1534266000000
,1156,scs983,1534251600000,1534266000000
,1151,yuj507,1534251600000,1534266000000
,1142,hdp948,1534251600000,1534266000000
,1141,eyw780,1534251600000,1534266000000
,1138,ntz549,1534251600000,1534266000000
,1137,mou191,1534251600000,1534266000000
,1125,mhv366,1534251600000,1534266000000
,1122,jzf845,1534251600000,1534266000000
,1113,jlx208,1534251600000,1534266000000
,1107,cdp143,1534251600000,1534266000000
,1096,xve744,1534251600000,1534266000000
,1094,eav882,1534251600000,1534266000000
,1093,zdd244,1534251600000,1534266000000
,1093,wtx330,1534251600000,1534266000000
,1083,ure907,1534251600000,1534266000000
,1067,ezk140,1534251600000,1534266000000
,1063,dub596,1534251600000,1534266000000
,1054,gcv672,1534251600000,1534266000000
,1046,tll677,1534251600000,1534266000000
,1043,gxv880,1534251600000,1534266000000
,1026,gsw784,1534251600000,1534266000000
,1024,ddh654,1534251600000,1534266000000
,1016,epx925,1534251600000,1534266000000
,1012,yca654,1534251600000,1534266000000
,1011,xpo096,1534251600000,1534266000000
,1010,ztl728,1534251600000,1534266000000
,961,cxp852,1534251600000,1534266000000
,959,duk295,1534251600000,1534266000000
,958,uew770,1534251600000,1534266000000
,950,hkb859,1534251600000,1534266000000
,945,jms471,1534251600000,1534266000000
,936,sqp125,1534251600000,1534266000000
,936,dsi320,1534251600000,1534266000000
,930,yky781,1534251600000,1534266000000
,921,rzb373,1534251600000,1534266000000
,916,vki522,1534251600000,1534266000000
,901,vox591,1534251600000,1534266000000
,897,mhn239,1534251600000,1534266000000
,892,gsu623,1534251600000,1534266000000
,890,lih340,1534251600000,1534266000000
,876,atz285,1534251600000,1534266000000
,870,ase477,1534251600000,1534266000000
,869,nrb101,1534251600000,1534266000000
,864,vrt871,1534251600000,1534266000000
,844,rsq409,1534251600000,1534266000000
,839,ilj874,1534251600000,1534266000000
,837,bnb102,1534251600000,1534266000000
,834,csi855,1534251600000,1534266000000
,832,iac849,1534251600000,1534266000000
,830,urg004,1534251600000,1534266000000
