lhub_ts,TargetUserID,_time,index,Workstation_Name,SourceUserID,SourceUserName,EventCode,ComputerName,Logon_Type,Account_Domain,TargetUserName,_kv,Source_Network_Address
1550159817000,0x23C16C2,2019-02-14T09:56:57.000-06:00,wintel,-,0x3E7,WINDOWS-5M8M95H$,4624,WINDOWS-5M8M95H.hq1.com,2,"HQ1,Window Manager",DWM-4,1,-
1550159816000,0x23C121F,2019-02-14T09:56:56.000-06:00,wintel,-,0x3E7,WINDOWS-5M8M95H$,4624,WINDOWS-5M8M95H.hq1.com,2,"HQ1,Font Driver Host",UMFD-4,1,-
1550159414000,0x46850,2019-02-14T09:50:14.000-06:00,wintel,EPSILON,0x3E7,EPSILON$,4624,epsilon.hq1.com,7,"HQ1,HQ1",dan.blast,1,-
1550159414000,0x467E8,2019-02-14T09:50:14.000-06:00,wintel,EPSILON,0x3E7,EPSILON$,4624,epsilon.hq1.com,11,"HQ1,HQ1",dan.blast,1,127.0.0.1
1550159397000,0xED5C,2019-02-14T09:49:57.000-06:00,wintel,-,0x3E7,EPSILON$,4624,epsilon.hq1.com,2,"HQ1,Window Manager",DWM-1,1,-
1550159397000,0xED25,2019-02-14T09:49:57.000-06:00,wintel,-,0x3E7,EPSILON$,4624,epsilon.hq1.com,2,"HQ1,Window Manager",DWM-1,1,-
1550159397000,0x95C7,2019-02-14T09:49:57.000-06:00,wintel,-,0x3E7,EPSILON$,4624,epsilon.hq1.com,2,"HQ1,Font Driver Host",UMFD-1,1,-
1550159397000,0x959A,2019-02-14T09:49:57.000-06:00,wintel,-,0x3E7,EPSILON$,4624,epsilon.hq1.com,2,"HQ1,Font Driver Host",UMFD-0,1,-
1550158015000,0x7FC4D3,2019-02-14T09:26:55.000-06:00,wintel,KHA,0x3E7,KHA$,4624,kha.hq1.com,7,"HQ1,HQ1",Administrator,1,-
1550158015000,0x7FC3DB,2019-02-14T09:26:55.000-06:00,wintel,KHA,0x3E7,KHA$,4624,kha.hq1.com,11,"HQ1,HQ1",Administrator,1,127.0.0.1
1550157935000,0x42714E,2019-02-14T09:25:35.000-06:00,wintel,-,0x3E7,WINDOWS-AUPC1C5$,4624,WINDOWS-AUPC1C5.hq1.com,2,"HQ1,Window Manager",DWM-2,1,-
1550157935000,0x42712E,2019-02-14T09:25:35.000-06:00,wintel,-,0x3E7,WINDOWS-AUPC1C5$,4624,WINDOWS-AUPC1C5.hq1.com,2,"HQ1,Window Manager",DWM-2,1,-
1550157935000,0x426ED5,2019-02-14T09:25:35.000-06:00,wintel,-,0x3E7,WINDOWS-AUPC1C5$,4624,WINDOWS-AUPC1C5.hq1.com,2,"HQ1,Font Driver Host",UMFD-2,1,-
1550157738000,0x393DB8,2019-02-14T09:22:18.000-06:00,wintel,WINDOWS-AUPC1C5,0x3E7,WINDOWS-AUPC1C5$,4624,WINDOWS-AUPC1C5.hq1.com,7,"HQ1,HQ1",Administrator,1,-
1550157738000,0x393D6B,2019-02-14T09:22:18.000-06:00,wintel,WINDOWS-AUPC1C5,0x3E7,WINDOWS-AUPC1C5$,4624,WINDOWS-AUPC1C5.hq1.com,11,"HQ1,HQ1",Administrator,1,127.0.0.1
1550157578000,0x787504,2019-02-14T09:19:38.000-06:00,wintel,-,0x3E7,KHA$,4624,kha.hq1.com,2,"HQ1,Window Manager",DWM-4,1,-
1550157578000,0x7874EC,2019-02-14T09:19:38.000-06:00,wintel,-,0x3E7,KHA$,4624,kha.hq1.com,2,"HQ1,Window Manager",DWM-4,1,-
1550157578000,0x787218,2019-02-14T09:19:38.000-06:00,wintel,-,0x3E7,KHA$,4624,kha.hq1.com,2,"HQ1,Font Driver Host",UMFD-4,1,-
1550157578000,0x786CE9,2019-02-14T09:19:38.000-06:00,wintel,KHA,0x3E7,KHA$,4624,kha.hq1.com,2,"HQ1,HQ1",Administrator,1,127.0.0.1
1550157209000,0xBF66073,2019-02-14T09:13:29.000-06:00,wintel,ALPHA,0x3E7,ALPHA$,4624,alpha.hq1.com,11,"HQ1,HQ1",Administrator,1,::1
1550156858000,0xBD77523,2019-02-14T09:07:38.000-06:00,wintel,ALPHA,0x3E7,ALPHA$,4624,alpha.hq1.com,11,"HQ1,HQ1",Administrator,1,::1
1550156416000,0x46A2C0,2019-02-14T09:00:16.000-06:00,wintel,THA,0x3E7,THA$,4624,tha.hq1.com,2,"HQ1,HQ1",developer6,1,127.0.0.1
1550156169000,0x208EE25,2019-02-14T08:56:09.000-06:00,wintel,WINDOWS-5M8M95H,0x3E7,WINDOWS-5M8M95H$,4624,WINDOWS-5M8M95H.hq1.com,7,"HQ1,HQ1",cliff.clever,1,-
1550156169000,0x208EDD6,2019-02-14T08:56:09.000-06:00,wintel,WINDOWS-5M8M95H,0x3E7,WINDOWS-5M8M95H$,4624,WINDOWS-5M8M95H.hq1.com,11,"HQ1,HQ1",cliff.clever,1,127.0.0.1
1550155848000,0x35DB3F0,2019-02-14T08:50:48.000-06:00,wintel,DELTA,0x3E7,DELTA$,4624,delta.hq1.com,7,"HQ1,HQ1",developer3,1,-
1550155847000,0x35DB3A3,2019-02-14T08:50:47.000-06:00,wintel,DELTA,0x3E7,DELTA$,4624,delta.hq1.com,11,"HQ1,HQ1",developer3,1,127.0.0.1
1550155445000,0x578420,2019-02-14T08:44:05.000-06:00,wintel,EPSILON,0x3E7,EPSILON$,4624,epsilon.hq1.com,7,"HQ1,HQ1",dan.blast,1,-
1550155445000,0x5783B2,2019-02-14T08:44:05.000-06:00,wintel,EPSILON,0x3E7,EPSILON$,4624,epsilon.hq1.com,11,"HQ1,HQ1",dan.blast,1,127.0.0.1
1550154905000,0xB34523A,2019-02-14T08:35:05.000-06:00,wintel,ALPHA,0x3E7,ALPHA$,4624,alpha.hq1.com,7,"HQ1,HQ1",eric,1,-
1550154905000,0xB3451E0,2019-02-14T08:35:05.000-06:00,wintel,ALPHA,0x3E7,ALPHA$,4624,alpha.hq1.com,11,"HQ1,HQ1",eric,1,127.0.0.1
1550151338000,0x2465801,2019-02-14T07:35:38.000-06:00,wintel,DELTA,0x3E7,DELTA$,4624,delta.hq1.com,2,"HQ1,HQ1",developer3,1,127.0.0.1
1550151220000,0xE0D244,2019-02-14T07:33:40.000-06:00,wintel,ZETA,0x3E7,ZETA$,4624,zeta.hq1.com,7,"HQ1,HQ1",mark,1,-
1550151220000,0xE0D200,2019-02-14T07:33:40.000-06:00,wintel,ZETA,0x3E7,ZETA$,4624,zeta.hq1.com,11,"HQ1,HQ1",mark,1,127.0.0.1
1550151166000,0x1AE70B,2019-02-14T07:32:46.000-06:00,wintel,JIM,0x3E7,JIM$,4624,jim.hq1.com,7,"HQ1,HQ1",developer4,1,-
1550151166000,0x1AE6CC,2019-02-14T07:32:46.000-06:00,wintel,JIM,0x3E7,JIM$,4624,jim.hq1.com,11,"HQ1,HQ1",developer4,1,127.0.0.1
1550150218000,0x14656F,2019-02-14T07:16:58.000-06:00,wintel,EPSILON,0x3E7,EPSILON$,4624,epsilon.hq1.com,7,"HQ1,HQ1",dan.blast,1,-
1550150218000,0x1464E9,2019-02-14T07:16:58.000-06:00,wintel,EPSILON,0x3E7,EPSILON$,4624,epsilon.hq1.com,11,"HQ1,HQ1",dan.blast,1,127.0.0.1
1550150180000,0x10A21A,2019-02-14T07:16:20.000-06:00,wintel,JIM,0x3E7,JIM$,4624,jim.hq1.com,7,"HQ1,HQ1",developer4,1,-
1550150180000,0x10A1D9,2019-02-14T07:16:20.000-06:00,wintel,JIM,0x3E7,JIM$,4624,jim.hq1.com,11,"HQ1,HQ1",developer4,1,127.0.0.1
1550150059000,0x987C9CE,2019-02-14T07:14:19.000-06:00,wintel,ALPHA,0x3E7,ALPHA$,4624,alpha.hq1.com,7,"HQ1,HQ1",eric,1,-
1550150059000,0x987C97B,2019-02-14T07:14:19.000-06:00,wintel,ALPHA,0x3E7,ALPHA$,4624,alpha.hq1.com,11,"HQ1,HQ1",eric,1,127.0.0.1
1550150023000,0x1DCA8AC,2019-02-14T07:13:43.000-06:00,wintel,WINDOWS-5M8M95H,0x3E7,WINDOWS-5M8M95H$,4624,WINDOWS-5M8M95H.hq1.com,7,"HQ1,HQ1",cliff.clever,1,-
1550150023000,0x1DCA85E,2019-02-14T07:13:43.000-06:00,wintel,WINDOWS-5M8M95H,0x3E7,WINDOWS-5M8M95H$,4624,WINDOWS-5M8M95H.hq1.com,11,"HQ1,HQ1",cliff.clever,1,127.0.0.1
1550101295000,0xD181F8,2019-02-13T17:41:35.000-06:00,wintel,-,0x3E7,ZETA$,4624,zeta.hq1.com,2,"HQ1,Window Manager",DWM-5,1,-
1550101295000,0xD181DE,2019-02-13T17:41:35.000-06:00,wintel,-,0x3E7,ZETA$,4624,zeta.hq1.com,2,"HQ1,Window Manager",DWM-5,1,-
1550101295000,0xD17F3B,2019-02-13T17:41:35.000-06:00,wintel,-,0x3E7,ZETA$,4624,zeta.hq1.com,2,"HQ1,Font Driver Host",UMFD-5,1,-
1550101027000,0xBF57F4,2019-02-13T17:37:07.000-06:00,wintel,ZETA,0x3E7,ZETA$,4624,zeta.hq1.com,7,"HQ1,HQ1",Administrator,1,-
1550101027000,0xBF5324,2019-02-13T17:37:07.000-06:00,wintel,ZETA,0x3E7,ZETA$,4624,zeta.hq1.com,11,"HQ1,HQ1",Administrator,1,127.0.0.1
1550101026000,0xBED8CF,2019-02-13T17:37:06.000-06:00,wintel,-,0x3E7,ZETA$,4624,zeta.hq1.com,2,"HQ1,Window Manager",DWM-4,1,-
1550101026000,0xBED88D,2019-02-13T17:37:06.000-06:00,wintel,-,0x3E7,ZETA$,4624,zeta.hq1.com,2,"HQ1,Window Manager",DWM-4,1,-
1550101026000,0xBED036,2019-02-13T17:37:06.000-06:00,wintel,-,0x3E7,ZETA$,4624,zeta.hq1.com,2,"HQ1,Font Driver Host",UMFD-4,1,-
1550101026000,0xBEC4B4,2019-02-13T17:37:06.000-06:00,wintel,ZETA,0x3E7,ZETA$,4624,zeta.hq1.com,7,"HQ1,HQ1",Administrator,1,-
1550101026000,0xBEC3DA,2019-02-13T17:37:06.000-06:00,wintel,ZETA,0x3E7,ZETA$,4624,zeta.hq1.com,11,"HQ1,HQ1",Administrator,1,127.0.0.1
1550100999000,0x8FE5F2C,2019-02-13T17:36:39.000-06:00,wintel,-,0x3E7,ALPHA$,4624,alpha.hq1.com,2,"HQ1,Window Manager",DWM-3,1,-
1550100999000,0x8FE5F0D,2019-02-13T17:36:39.000-06:00,wintel,-,0x3E7,ALPHA$,4624,alpha.hq1.com,2,"HQ1,Window Manager",DWM-3,1,-
1550100999000,0x8FE5C31,2019-02-13T17:36:39.000-06:00,wintel,-,0x3E7,ALPHA$,4624,alpha.hq1.com,2,"HQ1,Font Driver Host",UMFD-3,1,-
1550100820000,0x8E960E4,2019-02-13T17:33:40.000-06:00,wintel,ALPHA,0x3E7,ALPHA$,4624,alpha.hq1.com,7,"HQ1,HQ1",Administrator,1,-
1550100820000,0x8E95FCA,2019-02-13T17:33:40.000-06:00,wintel,ALPHA,0x3E7,ALPHA$,4624,alpha.hq1.com,11,"HQ1,HQ1",Administrator,1,127.0.0.1
1550100781000,0x15388A8,2019-02-13T17:33:01.000-06:00,wintel,-,0x3E7,WINDOWS-5M8M95H$,4624,WINDOWS-5M8M95H.hq1.com,2,"HQ1,Window Manager",DWM-4,1,-
1550100781000,0x1538892,2019-02-13T17:33:01.000-06:00,wintel,-,0x3E7,WINDOWS-5M8M95H$,4624,WINDOWS-5M8M95H.hq1.com,2,"HQ1,Window Manager",DWM-4,1,-
1550100781000,0x1538673,2019-02-13T17:33:01.000-06:00,wintel,-,0x3E7,WINDOWS-5M8M95H$,4624,WINDOWS-5M8M95H.hq1.com,2,"HQ1,Font Driver Host",UMFD-4,1,-
1550100537000,0x13E1BCC,2019-02-13T17:28:57.000-06:00,wintel,WINDOWS-5M8M95H,0x3E7,WINDOWS-5M8M95H$,4624,WINDOWS-5M8M95H.hq1.com,7,"HQ1,HQ1",Administrator,1,-
1550100537000,0x13E122F,2019-02-13T17:28:57.000-06:00,wintel,WINDOWS-5M8M95H,0x3E7,WINDOWS-5M8M95H$,4624,WINDOWS-5M8M95H.hq1.com,11,"HQ1,HQ1",Administrator,1,127.0.0.1
1550100536000,0x13D890C,2019-02-13T17:28:56.000-06:00,wintel,-,0x3E7,WINDOWS-5M8M95H$,4624,WINDOWS-5M8M95H.hq1.com,2,"HQ1,Window Manager",DWM-3,1,-
1550100536000,0x13D88F4,2019-02-13T17:28:56.000-06:00,wintel,-,0x3E7,WINDOWS-5M8M95H$,4624,WINDOWS-5M8M95H.hq1.com,2,"HQ1,Window Manager",DWM-3,1,-
1550100536000,0x13D8622,2019-02-13T17:28:56.000-06:00,wintel,-,0x3E7,WINDOWS-5M8M95H$,4624,WINDOWS-5M8M95H.hq1.com,2,"HQ1,Font Driver Host",UMFD-3,1,-
1550100535000,0x13D80F7,2019-02-13T17:28:55.000-06:00,wintel,WINDOWS-5M8M95H,0x3E7,WINDOWS-5M8M95H$,4624,WINDOWS-5M8M95H.hq1.com,7,"HQ1,HQ1",Administrator,1,-
1550100535000,0x13D80AA,2019-02-13T17:28:55.000-06:00,wintel,WINDOWS-5M8M95H,0x3E7,WINDOWS-5M8M95H$,4624,WINDOWS-5M8M95H.hq1.com,11,"HQ1,HQ1",Administrator,1,127.0.0.1
1550097938000,0xD2BF,2019-02-13T16:45:38.000-06:00,wintel,-,0x3E7,WINDOWS-AUPC1C5$,4624,WINDOWS-AUPC1C5.hq1.com,2,"HQ1,Window Manager",DWM-1,1,-
1550097938000,0xD298,2019-02-13T16:45:38.000-06:00,wintel,-,0x3E7,WINDOWS-AUPC1C5$,4624,WINDOWS-AUPC1C5.hq1.com,2,"HQ1,Window Manager",DWM-1,1,-
1550097938000,0xC74E,2019-02-13T16:45:38.000-06:00,wintel,-,0x3E7,WINDOWS-AUPC1C5$,4624,WINDOWS-AUPC1C5.hq1.com,2,"HQ1,Font Driver Host",UMFD-1,1,-
1550097938000,0x8253,2019-02-13T16:45:38.000-06:00,wintel,-,0x3E7,WINDOWS-AUPC1C5$,4624,WINDOWS-AUPC1C5.hq1.com,2,"HQ1,Font Driver Host",UMFD-0,1,-
1550097834000,0xD3A4,2019-02-13T16:43:54.000-06:00,wintel,-,0x3E7,JIM$,4624,jim.hq1.com,2,"HQ1,Window Manager",DWM-1,1,-
1550097834000,0xD37E,2019-02-13T16:43:54.000-06:00,wintel,-,0x3E7,JIM$,4624,jim.hq1.com,2,"HQ1,Window Manager",DWM-1,1,-
1550097834000,0xC040,2019-02-13T16:43:54.000-06:00,wintel,-,0x3E7,JIM$,4624,jim.hq1.com,2,"HQ1,Font Driver Host",UMFD-1,1,-
1550097833000,0x7F59,2019-02-13T16:43:53.000-06:00,wintel,-,0x3E7,JIM$,4624,jim.hq1.com,2,"HQ1,Font Driver Host",UMFD-0,1,-
1550097733000,0xE1F5,2019-02-13T16:42:13.000-06:00,wintel,-,0x3E7,IOTA$,4624,iota.hq1.com,2,"HQ1,Window Manager",DWM-1,1,-
1550097733000,0xE1AD,2019-02-13T16:42:13.000-06:00,wintel,-,0x3E7,IOTA$,4624,iota.hq1.com,2,"HQ1,Window Manager",DWM-1,1,-
1550097733000,0x9300,2019-02-13T16:42:13.000-06:00,wintel,-,0x3E7,IOTA$,4624,iota.hq1.com,2,"HQ1,Font Driver Host",UMFD-1,1,-
1550097733000,0x91AF,2019-02-13T16:42:13.000-06:00,wintel,-,0x3E7,IOTA$,4624,iota.hq1.com,2,"HQ1,Font Driver Host",UMFD-0,1,-
1550097701000,0xDF49,2019-02-13T16:41:41.000-06:00,wintel,-,0x3E7,THETA$,4624,theta.hq1.com,2,"HQ1,Window Manager",DWM-1,1,-
1550097701000,0xDF10,2019-02-13T16:41:41.000-06:00,wintel,-,0x3E7,THETA$,4624,theta.hq1.com,2,"HQ1,Window Manager",DWM-1,1,-
1550097701000,0xA1B6,2019-02-13T16:41:41.000-06:00,wintel,-,0x3E7,THETA$,4624,theta.hq1.com,2,"HQ1,Font Driver Host",UMFD-1,1,-
1550097701000,0x8D8C,2019-02-13T16:41:41.000-06:00,wintel,-,0x3E7,THETA$,4624,theta.hq1.com,2,"HQ1,Font Driver Host",UMFD-0,1,-
1550097590000,0xE31D,2019-02-13T16:39:50.000-06:00,wintel,-,0x3E7,ETA$,4624,eta.hq1.com,2,"HQ1,Window Manager",DWM-1,1,-
1550097590000,0xE2E1,2019-02-13T16:39:50.000-06:00,wintel,-,0x3E7,ETA$,4624,eta.hq1.com,2,"HQ1,Window Manager",DWM-1,1,-
1550097590000,0x9552,2019-02-13T16:39:50.000-06:00,wintel,-,0x3E7,ETA$,4624,eta.hq1.com,2,"HQ1,Font Driver Host",UMFD-1,1,-
1550097590000,0x9512,2019-02-13T16:39:50.000-06:00,wintel,-,0x3E7,ETA$,4624,eta.hq1.com,2,"HQ1,Font Driver Host",UMFD-0,1,-
1550097526000,0xE4A3,2019-02-13T16:38:46.000-06:00,wintel,-,0x3E7,EPSILON$,4624,epsilon.hq1.com,2,"HQ1,Window Manager",DWM-1,1,-
1550097526000,0xE474,2019-02-13T16:38:46.000-06:00,wintel,-,0x3E7,EPSILON$,4624,epsilon.hq1.com,2,"HQ1,Window Manager",DWM-1,1,-
1550097525000,0x9690,2019-02-13T16:38:45.000-06:00,wintel,-,0x3E7,EPSILON$,4624,epsilon.hq1.com,2,"HQ1,Font Driver Host",UMFD-1,1,-
1550097525000,0x9656,2019-02-13T16:38:45.000-06:00,wintel,-,0x3E7,EPSILON$,4624,epsilon.hq1.com,2,"HQ1,Font Driver Host",UMFD-0,1,-
1550097513000,0x5869C0,2019-02-13T16:38:33.000-06:00,wintel,KHA,0x3E7,KHA$,4624,kha.hq1.com,7,"HQ1,HQ1",mark,1,-
1550097512000,0x586978,2019-02-13T16:38:32.000-06:00,wintel,KHA,0x3E7,KHA$,4624,kha.hq1.com,11,"HQ1,HQ1",mark,1,127.0.0.1
1550097253000,0xB84632,2019-02-13T16:34:13.000-06:00,wintel,ZETA,0x3E7,ZETA$,4624,zeta.hq1.com,7,"HQ1,HQ1",mark,1,-
1550097252000,0xB84576,2019-02-13T16:34:12.000-06:00,wintel,ZETA,0x3E7,ZETA$,4624,zeta.hq1.com,11,"HQ1,HQ1",mark,1,127.0.0.1
1550095344000,0xDAA6,2019-02-13T16:02:24.000-06:00,wintel,-,0x3E7,JIM$,4624,jim.hq1.com,2,"HQ1,Window Manager",DWM-1,1,-
1550095344000,0xDA80,2019-02-13T16:02:24.000-06:00,wintel,-,0x3E7,JIM$,4624,jim.hq1.com,2,"HQ1,Window Manager",DWM-1,1,-
1550095344000,0x864B,2019-02-13T16:02:24.000-06:00,wintel,-,0x3E7,JIM$,4624,jim.hq1.com,2,"HQ1,Font Driver Host",UMFD-1,1,-
1550095344000,0x7F6A,2019-02-13T16:02:24.000-06:00,wintel,-,0x3E7,JIM$,4624,jim.hq1.com,2,"HQ1,Font Driver Host",UMFD-0,1,-
1550095312000,0x86F2C13,2019-02-13T16:01:52.000-06:00,wintel,-,0x3E7,ALPHA$,4624,alpha.hq1.com,2,"HQ1,Window Manager",DWM-6,1,-
1550095312000,0x86F2BEC,2019-02-13T16:01:52.000-06:00,wintel,-,0x3E7,ALPHA$,4624,alpha.hq1.com,2,"HQ1,Window Manager",DWM-6,1,-
1550095311000,0x86F271B,2019-02-13T16:01:51.000-06:00,wintel,-,0x3E7,ALPHA$,4624,alpha.hq1.com,2,"HQ1,Font Driver Host",UMFD-6,1,-
1550095019000,0x8550B0B,2019-02-13T15:56:59.000-06:00,wintel,ALPHA,0x3E7,ALPHA$,4624,alpha.hq1.com,7,"HQ1,HQ1",eric,1,-
1550095019000,0x8550659,2019-02-13T15:56:59.000-06:00,wintel,ALPHA,0x3E7,ALPHA$,4624,alpha.hq1.com,11,"HQ1,HQ1",eric,1,127.0.0.1
1550094521000,0xB41645,2019-02-13T15:48:41.000-06:00,wintel,ZETA,0x3E7,ZETA$,4624,zeta.hq1.com,7,"HQ1,HQ1",mark,1,-
1550094521000,0xB415F9,2019-02-13T15:48:41.000-06:00,wintel,ZETA,0x3E7,ZETA$,4624,zeta.hq1.com,11,"HQ1,HQ1",mark,1,127.0.0.1
1550094432000,0x5FF5C8B,2019-02-13T15:47:12.000-06:00,wintel,BETA,0x3E7,BETA$,4624,beta.hq1.com,7,"HQ1,HQ1",sally,1,-
1550094431000,0x5FF5B09,2019-02-13T15:47:11.000-06:00,wintel,BETA,0x3E7,BETA$,4624,beta.hq1.com,11,"HQ1,HQ1",sally,1,127.0.0.1
1550093666000,0xB0AF0F,2019-02-13T15:34:26.000-06:00,wintel,ZETA,0x3E7,ZETA$,4624,zeta.hq1.com,7,"HQ1,HQ1",mark,1,-
1550093666000,0xB0AEC9,2019-02-13T15:34:26.000-06:00,wintel,ZETA,0x3E7,ZETA$,4624,zeta.hq1.com,11,"HQ1,HQ1",mark,1,127.0.0.1
1550093340000,0x5B5403E,2019-02-13T15:29:00.000-06:00,wintel,BETA,0x3E7,BETA$,4624,beta.hq1.com,7,"HQ1,HQ1",sally,1,-
1550093340000,0x5B53FC6,2019-02-13T15:29:00.000-06:00,wintel,BETA,0x3E7,BETA$,4624,beta.hq1.com,11,"HQ1,HQ1",sally,1,127.0.0.1
1550092854000,0x6298D7A,2019-02-13T15:20:54.000-06:00,wintel,EPSILON,0x3E7,EPSILON$,4624,epsilon.hq1.com,7,"HQ1,HQ1",dan.blast,1,-
1550092854000,0x6298C73,2019-02-13T15:20:54.000-06:00,wintel,EPSILON,0x3E7,EPSILON$,4624,epsilon.hq1.com,11,"HQ1,HQ1",dan.blast,1,127.0.0.1
1550092778000,0x7DBE601,2019-02-13T15:19:38.000-06:00,wintel,ALPHA,0x3E7,ALPHA$,4624,alpha.hq1.com,7,"HQ1,HQ1",eric,1,-
1550092778000,0x7DBE5B0,2019-02-13T15:19:38.000-06:00,wintel,ALPHA,0x3E7,ALPHA$,4624,alpha.hq1.com,11,"HQ1,HQ1",eric,1,127.0.0.1
1550092120000,0x10ADBBD,2019-02-13T15:08:40.000-06:00,wintel,WINDOWS-5M8M95H,0x3E7,WINDOWS-5M8M95H$,4624,WINDOWS-5M8M95H.hq1.com,2,"HQ1,HQ1",cliff.clever,1,127.0.0.1
1550091222000,0xEF44BA,2019-02-13T14:53:42.000-06:00,wintel,WINDOWS-5M8M95H,0x3E7,WINDOWS-5M8M95H$,4624,WINDOWS-5M8M95H.hq1.com,2,"HQ1,HQ1",cliff.clever,1,127.0.0.1
