lhub_ts,unique_user,total_count,url_host,startTime,endTime
,8,15.0,regional.include.edu,1534104000000,1534190400000
,8,8.0,statement.dare.gov,1534104000000,1534190400000
,8,141.0,determinationcontrol.org,1534104000000,1534190400000
,8,50.0,seventieth.retired.edu,1534104000000,1534190400000
,8,8.0,finishedpredict.edu,1534104000000,1534190400000
,8,9.0,qualified.study.edu,1534104000000,1534190400000
,8,19.0,board.restaurant.io,1534104000000,1534190400000
,8,177.0,carefully.aspect.io,1534104000000,1534190400000
,8,10.0,go-through-with.show-off.com,1534104000000,1534190400000
,8,155.0,pull-out.move.edu,1534104000000,1534190400000
,8,69.0,smallmarch.gov,1534104000000,1534190400000
,8,15.0,priority.upper.edu,1534104000000,1534190400000
,8,45.0,obviouslymid-.edu,1534104000000,1534190400000
,8,9.0,method.buyer.edu,1534104000000,1534190400000
,8,9.0,translatescare.net,1534104000000,1534190400000
,8,161.0,basic.June.org,1534104000000,1534190400000
,8,8.0,covered.vertical.io,1534104000000,1534190400000
,8,1853.0,million.young.edu,1534104000000,1534190400000
,8,12.0,thirteenordinary.com,1534104000000,1534190400000
,8,12.0,evidence.opposed.org,1534104000000,1534190400000
,8,8.0,itcomedy.io,1534104000000,1534190400000
,8,8.0,put-away.into.org,1534104000000,1534190400000
,8,9.0,majorityinsulting.io,1534104000000,1534190400000
,8,42.0,spaceimplication.edu,1534104000000,1534190400000
,8,51.0,gambletypical.gov,1534104000000,1534190400000
,8,10.0,twiceshout.gov,1534104000000,1534190400000
,8,35.0,her.oh.net,1534104000000,1534190400000
,8,20.0,authoritydying.com,1534104000000,1534190400000
,8,31.0,marketing.knitted.com,1534104000000,1534190400000
,8,9.0,volumeto.io,1534104000000,1534190400000
,8,8.0,footport.gov,1534104000000,1534190400000
,8,12.0,eighteen.prize.org,1534104000000,1534190400000
,8,11.0,pull-apartbye.net,1534104000000,1534190400000
,8,8.0,battlefirmly.net,1534104000000,1534190400000
,8,41.0,response.unfair.io,1534104000000,1534190400000
,8,13.0,featherpalace.net,1534104000000,1534190400000
,8,9.0,exactvariation.io,1534104000000,1534190400000
,8,34.0,text.representative.edu,1534104000000,1534190400000
,8,506.0,life.use.io,1534104000000,1534190400000
,8,148.0,importantshut.com,1534104000000,1534190400000
,8,57.0,sour.large.gov,1534104000000,1534190400000
,8,48.0,ink.push-forward.net,1534104000000,1534190400000
,79,217.0,human.skill.gov,1534104000000,1534190400000
,78,427.0,curenext-to.com,1534104000000,1534190400000
,78,93.0,tear-up.author.com,1534104000000,1534190400000
,78,267.0,promptlyupsetting.edu,1534104000000,1534190400000
,76,153.0,quit.rate.com,1534104000000,1534190400000
,76,77.0,cruel.sailor.com,1534104000000,1534190400000
,75,386.0,conservative.unlike.org,1534104000000,1534190400000
,74,90.0,instead.consult.edu,1534104000000,1534190400000
,73,87.0,advantage.speaker.io,1534104000000,1534190400000
,705,16950.0,place.crush.net,1534104000000,1534190400000
,7,8.0,rudelyflat.net,1534104000000,1534190400000
,7,7.0,award.qualification.io,1534104000000,1534190400000
,7,87.0,strong.singing.net,1534104000000,1534190400000
,7,57.0,putdo-1.net,1534104000000,1534190400000
,7,14.0,cross-out.high.com,1534104000000,1534190400000
,7,59.0,intentiondisgusting.edu,1534104000000,1534190400000
,7,7.0,trick.enjoyable.com,1534104000000,1534190400000
,7,25.0,found.war.com,1534104000000,1534190400000
,7,12.0,attorney.funeral.com,1534104000000,1534190400000
,7,11.0,wildsmell.org,1534104000000,1534190400000
,7,20.0,qualify.charity.com,1534104000000,1534190400000
,7,32.0,awareswimming.org,1534104000000,1534190400000
,7,7.0,encouragebreathing.io,1534104000000,1534190400000
,7,10.0,mayfire.com,1534104000000,1534190400000
,7,7.0,arrangementmysterious.net,1534104000000,1534190400000
,7,25.0,tradeschedule.edu,1534104000000,1534190400000
,7,7.0,let.govern.edu,1534104000000,1534190400000
,7,17.0,attorneyincluding.com,1534104000000,1534190400000
,7,20.0,stove.warmth.net,1534104000000,1534190400000
,7,16.0,newlythrow-out.gov,1534104000000,1534190400000
,7,7.0,whisper.base.com,1534104000000,1534190400000
,7,60.0,actuallycheque.org,1534104000000,1534190400000
,7,7.0,move-over.medium.gov,1534104000000,1534190400000
,7,587.0,safety.rare.net,1534104000000,1534190400000
,7,19.0,wage.March.net,1534104000000,1534190400000
,7,26.0,get-awayinnocent.gov,1534104000000,1534190400000
,7,7.0,approvalmight.edu,1534104000000,1534190400000
,7,17.0,packet.institute.net,1534104000000,1534190400000
,7,19.0,derive-from.come-up-to.io,1534104000000,1534190400000
,7,14.0,butdie-away.io,1534104000000,1534190400000
,7,7.0,name.profession.net,1534104000000,1534190400000
,7,21.0,hornsomewhere.net,1534104000000,1534190400000
,7,27.0,correct.sufficient.org,1534104000000,1534190400000
,7,13.0,closet.cancel.net,1534104000000,1534190400000
,7,8.0,opposingactually.com,1534104000000,1534190400000
,7,11.0,block.cheap.io,1534104000000,1534190400000
,7,217.0,thusdriver.gov,1534104000000,1534190400000
,7,7.0,they.bullet.gov,1534104000000,1534190400000
,7,24.0,behave.movie.org,1534104000000,1534190400000
,7,14.0,try-outinsist-on-doing.com,1534104000000,1534190400000
,7,15.0,call-off.salad.org,1534104000000,1534190400000
,7,11.0,sumcomfort.io,1534104000000,1534190400000
,7,11.0,biologyalarm.net,1534104000000,1534190400000
,7,14.0,chew.ashamed.gov,1534104000000,1534190400000
,7,7.0,give-offdeliver.gov,1534104000000,1534190400000
,7,7.0,loveaudience.edu,1534104000000,1534190400000
,7,23.0,waiterorganize.org,1534104000000,1534190400000
,7,268.0,authorspeak-out.net,1534104000000,1534190400000
,7,9.0,come.including.edu,1534104000000,1534190400000
,7,59.0,relevant.tackle.net,1534104000000,1534190400000
,7,14.0,enormoustake.edu,1534104000000,1534190400000
,7,7.0,facilityalongside.com,1534104000000,1534190400000
,7,69.0,imposeenter.gov,1534104000000,1534190400000
,7,50.0,fortypreparation.edu,1534104000000,1534190400000
,7,8.0,lunch.odd.org,1534104000000,1534190400000
,7,11.0,vision.red.io,1534104000000,1534190400000
,7,13.0,estate.him.org,1534104000000,1534190400000
,7,7.0,hairshave.gov,1534104000000,1534190400000
,7,221.0,sailingrun-after.edu,1534104000000,1534190400000
,7,16.0,marryreturn.org,1534104000000,1534190400000
,7,8.0,keyboardtowel.io,1534104000000,1534190400000
,7,92.0,violence.odd.net,1534104000000,1534190400000
,693,3373.0,adequatelybell.org,1534104000000,1534190400000
,69,88.0,second-1novel.edu,1534104000000,1534190400000
,69,76.0,bathroom.due.org,1534104000000,1534190400000
,689,28074.0,traditionallyfamily.edu,1534104000000,1534190400000
,68,530.0,authority.absorb.io,1534104000000,1534190400000
,678,6947.0,blind.ex-.io,1534104000000,1534190400000
,67,415.0,go-withproviding.com,1534104000000,1534190400000
,66,75.0,dirty.guilty.edu,1534104000000,1534190400000
,65,101.0,success.dry.edu,1534104000000,1534190400000
,65,221.0,red.everything.net,1534104000000,1534190400000
,65,8264.0,spiritual.to.gov,1534104000000,1534190400000
,64,91.0,infectioussong.org,1534104000000,1534190400000
,64,66.0,view.governor.io,1534104000000,1534190400000
,63,417.0,partnershipfemale.io,1534104000000,1534190400000
,63,500.0,lock-upphoto.org,1534104000000,1534190400000
,618,21457.0,thirdsort.com,1534104000000,1534190400000
,60,261.0,bathcontrast.io,1534104000000,1534190400000
,60,633.0,everywhereinformation.org,1534104000000,1534190400000
,60,91.0,increasinglycurb.com,1534104000000,1534190400000
,6,44.0,captureimpressive.gov,1534104000000,1534190400000
,6,7.0,whatconstantly.com,1534104000000,1534190400000
,6,35.0,arrangephrase.com,1534104000000,1534190400000
,6,14.0,court.skilful.org,1534104000000,1534190400000
,6,22.0,refrigerator.shiny.net,1534104000000,1534190400000
,6,6.0,poetryforget.edu,1534104000000,1534190400000
,6,348.0,repair.alarm.com,1534104000000,1534190400000
,6,9.0,fail.bite.gov,1534104000000,1534190400000
,6,23.0,pageenjoyment.gov,1534104000000,1534190400000
,6,9.0,interpretationdistinguish.org,1534104000000,1534190400000
,6,48.0,burnprison.com,1534104000000,1534190400000
,6,9.0,secretcareless.edu,1534104000000,1534190400000
,6,146.0,eighthexercise.com,1534104000000,1534190400000
,6,6.0,unlike.sure.com,1534104000000,1534190400000
,6,24.0,science.bacteria.org,1534104000000,1534190400000
,6,71.0,go-down.possible.org,1534104000000,1534190400000
,6,145.0,evidencedisagree-with-doing.com,1534104000000,1534190400000
,6,9.0,priority.relate-to.io,1534104000000,1534190400000
,6,7.0,permanentlypour.com,1534104000000,1534190400000
,6,17.0,promptme.com,1534104000000,1534190400000
,6,6.0,enjoyable.stiffly.net,1534104000000,1534190400000
,6,23.0,famousball.gov,1534104000000,1534190400000
,6,35.0,eightiethaltogether.org,1534104000000,1534190400000
,6,6.0,frompurchase.io,1534104000000,1534190400000
,6,8.0,popreverse.net,1534104000000,1534190400000
,6,15.0,bringturn-on.edu,1534104000000,1534190400000
,6,37.0,deliver.tension.edu,1534104000000,1534190400000
,6,92.0,looselythink-up.edu,1534104000000,1534190400000
,6,31.0,beyond.turn-over.edu,1534104000000,1534190400000
,6,30.0,possiblycuriously.com,1534104000000,1534190400000
,6,12.0,aggressiveremain.io,1534104000000,1534190400000
,6,14.0,accident.representative.gov,1534104000000,1534190400000
,6,7.0,call-upindex.io,1534104000000,1534190400000
,6,6.0,bid-1.local.com,1534104000000,1534190400000
,6,7.0,look-forward-to.climate.edu,1534104000000,1534190400000
,6,74.0,capableto.org,1534104000000,1534190400000
,6,50.0,bandage.revolution.edu,1534104000000,1534190400000
,6,33.0,because-oflady.com,1534104000000,1534190400000
,6,7.0,songgo-on.org,1534104000000,1534190400000
,6,17.0,senator.empty.net,1534104000000,1534190400000
,6,12.0,burst-into.pass-out.io,1534104000000,1534190400000
,6,12.0,angry.sharp.org,1534104000000,1534190400000
,6,6.0,bettingabandon.io,1534104000000,1534190400000
,6,200.0,aim.break-off.org,1534104000000,1534190400000
,6,29.0,spicefifteen.org,1534104000000,1534190400000
,6,6.0,go-intospecific.com,1534104000000,1534190400000
,6,11.0,let-offinch.gov,1534104000000,1534190400000
,6,29.0,wide.strike.net,1534104000000,1534190400000
,6,92.0,miss-out.Monday.gov,1534104000000,1534190400000
,6,12.0,interiorstream.com,1534104000000,1534190400000
,6,8.0,permit.notice.org,1534104000000,1534190400000
,6,48.0,quote.vital.edu,1534104000000,1534190400000
,6,14.0,push-forward.weakness.io,1534104000000,1534190400000
,6,12.0,hang-around.concern.org,1534104000000,1534190400000
,6,6.0,transportationme.gov,1534104000000,1534190400000
,6,8.0,fasten.fee.io,1534104000000,1534190400000
,6,6.0,fill-up.awkwardly.net,1534104000000,1534190400000
,6,9.0,scissorsengineer.net,1534104000000,1534190400000
,6,8.0,visit.thread.org,1534104000000,1534190400000
,6,13.0,horizontalexport.com,1534104000000,1534190400000
,6,30.0,phase.wind-1.gov,1534104000000,1534190400000
,6,25.0,baggagebottle.io,1534104000000,1534190400000
,6,12.0,Wednesdayriding.net,1534104000000,1534190400000
,6,11.0,knitting.insurance.org,1534104000000,1534190400000
,6,6.0,go-through-withpublicly.com,1534104000000,1534190400000
,6,8.0,briefly.repeatedly.edu,1534104000000,1534190400000
,6,6.0,breathe-out.hang-around.io,1534104000000,1534190400000
,6,39.0,typicallyfourth.edu,1534104000000,1534190400000
,6,9.0,truth.process-1.net,1534104000000,1534190400000
,6,19.0,confine.fellow.com,1534104000000,1534190400000
,6,47.0,fashionablelightly.io,1534104000000,1534190400000
,6,6.0,product.cease.org,1534104000000,1534190400000
,6,18.0,theatrekeep-up.org,1534104000000,1534190400000
,6,6.0,worthhim.com,1534104000000,1534190400000
,6,6.0,sail.advertise.edu,1534104000000,1534190400000
,6,139.0,Wednesday.substitute.io,1534104000000,1534190400000
,6,9.0,decoration.stream.net,1534104000000,1534190400000
,6,6.0,adviceundo.edu,1534104000000,1534190400000
,6,22.0,pleased.inevitably.gov,1534104000000,1534190400000
,6,25.0,communicatewarmth.org,1534104000000,1534190400000
,6,6.0,lack.guilty.gov,1534104000000,1534190400000
,6,7.0,credit.slide.net,1534104000000,1534190400000
,6,7.0,boundconfuse.com,1534104000000,1534190400000
,6,6.0,wildsail.org,1534104000000,1534190400000
,6,6.0,pick-up.arise.gov,1534104000000,1534190400000
,6,6.0,pass.awful.edu,1534104000000,1534190400000
,6,6.0,insultpromise.io,1534104000000,1534190400000
,6,6.0,operation.coat.net,1534104000000,1534190400000
,6,62.0,sitesteady.com,1534104000000,1534190400000
,6,12.0,swim.grain.com,1534104000000,1534190400000
,6,7.0,exactly.broadly.gov,1534104000000,1534190400000
,6,6.0,salty.speak.com,1534104000000,1534190400000
,6,17.0,handunfairly.net,1534104000000,1534190400000
,6,23.0,batterybusinessman.com,1534104000000,1534190400000
,6,46.0,pinapple.edu,1534104000000,1534190400000
,6,40.0,alcohol.forty.edu,1534104000000,1534190400000
,6,7.0,substitute.mix-up.edu,1534104000000,1534190400000
,6,70.0,thousandthmonitor.net,1534104000000,1534190400000
,6,24.0,violently.peace.io,1534104000000,1534190400000
,6,13.0,exaggerated.drum.gov,1534104000000,1534190400000
,6,9.0,man.society.gov,1534104000000,1534190400000
,6,66.0,sector.battery.org,1534104000000,1534190400000
,6,331.0,even.federal.com,1534104000000,1534190400000
,6,63.0,cruelacross.gov,1534104000000,1534190400000
,6,46.0,homecourse.com,1534104000000,1534190400000
,59,1065.0,riding.perhaps.io,1534104000000,1534190400000
,58,117.0,fouror.net,1534104000000,1534190400000
,574,1383.0,snow.Monday.gov,1534104000000,1534190400000
,56,112.0,collectionlook-on-with.net,1534104000000,1534190400000
,55,227.0,butter.mirror.com,1534104000000,1534190400000
,55,2001.0,coinroof.edu,1534104000000,1534190400000
,54,55.0,open-upconfused.edu,1534104000000,1534190400000
,54,55.0,hatlive-2.org,1534104000000,1534190400000
,52,606.0,openours.net,1534104000000,1534190400000
,51,62.0,end.sheet.io,1534104000000,1534190400000
,50,53.0,atmosphereplot.io,1534104000000,1534190400000
,50,91.0,differenceslow.io,1534104000000,1534190400000
,50,146.0,measurefeed.io,1534104000000,1534190400000
,5,9.0,write.merely.com,1534104000000,1534190400000
,5,5.0,bedroom.hang-around-with.edu,1534104000000,1534190400000
,5,29.0,the-unemployed.appointment.net,1534104000000,1534190400000
,5,5.0,employermeasurement.net,1534104000000,1534190400000
,5,120.0,manage.popular.edu,1534104000000,1534190400000
,5,6.0,sufficientlywide.net,1534104000000,1534190400000
,5,11.0,forestheavy.com,1534104000000,1534190400000
,5,12.0,argueprove.gov,1534104000000,1534190400000
,5,6.0,separatelyrole.edu,1534104000000,1534190400000
,5,15.0,century.bring-down.gov,1534104000000,1534190400000
,5,46.0,yeah.dream.com,1534104000000,1534190400000
,5,5.0,cut-back.importance.gov,1534104000000,1534190400000
,5,15.0,attractiveacceptable.gov,1534104000000,1534190400000
,5,109.0,workingmuscle.org,1534104000000,1534190400000
,5,6.0,expensiveinformal.io,1534104000000,1534190400000
,5,17.0,communication.replace.gov,1534104000000,1534190400000
,5,5.0,removal.less.io,1534104000000,1534190400000
,5,11.0,grassstill.io,1534104000000,1534190400000
,5,8.0,crop.chop.edu,1534104000000,1534190400000
,5,31.0,spare.traffic.edu,1534104000000,1534190400000
,5,5.0,tear-up.accept.io,1534104000000,1534190400000
,5,21.0,noisily.expand.edu,1534104000000,1534190400000
,5,5.0,hugeobservation.org,1534104000000,1534190400000
,5,5.0,apologize.pride.io,1534104000000,1534190400000
,5,5.0,editiongallon.gov,1534104000000,1534190400000
,5,25.0,pull-outone-another.gov,1534104000000,1534190400000
,5,6.0,ill.select.com,1534104000000,1534190400000
,5,18.0,sweet.generation.org,1534104000000,1534190400000
,5,5.0,novelthrow.io,1534104000000,1534190400000
,5,5.0,put-awayboy.net,1534104000000,1534190400000
,5,31.0,ultimatesufficient.net,1534104000000,1534190400000
,5,5.0,followingunlucky.edu,1534104000000,1534190400000
,5,125.0,rounded.restrict.org,1534104000000,1534190400000
,5,26.0,advise.council.com,1534104000000,1534190400000
,5,7.0,complicate.cheat.io,1534104000000,1534190400000
,5,10.0,transparentsurvive.com,1534104000000,1534190400000
,5,6.0,dietgame.gov,1534104000000,1534190400000
,5,25.0,die-outpassport.gov,1534104000000,1534190400000
,5,5.0,instead.slide.io,1534104000000,1534190400000
,5,20.0,rope.largely.net,1534104000000,1534190400000
,5,16.0,taxi.thank.io,1534104000000,1534190400000
,5,5.0,beer.internal.org,1534104000000,1534190400000
,5,16.0,deriveburst-into.io,1534104000000,1534190400000
,5,20.0,expectdesk.com,1534104000000,1534190400000
,5,13.0,labourweakness.com,1534104000000,1534190400000
,5,8.0,catch-up.only.net,1534104000000,1534190400000
,5,12.0,drawer.relief.com,1534104000000,1534190400000
,5,5.0,method.medium.io,1534104000000,1534190400000
,5,5.0,safety.painting.org,1534104000000,1534190400000
,5,6.0,shinehim.net,1534104000000,1534190400000
,5,5.0,hang-around-with.oven.net,1534104000000,1534190400000
,5,10.0,increasingly.look-on-with.com,1534104000000,1534190400000
,5,18.0,connectedburn-down.gov,1534104000000,1534190400000
,5,8.0,hang-about-withobjective.edu,1534104000000,1534190400000
,5,7.0,shoulder.turn-back.io,1534104000000,1534190400000
,5,150.0,hold-on.row-1.io,1534104000000,1534190400000
,5,5.0,accidentally.rope.com,1534104000000,1534190400000
,5,15.0,put-out.correct.com,1534104000000,1534190400000
,5,10.0,formula.explore.org,1534104000000,1534190400000
,5,5.0,home.cotton.net,1534104000000,1534190400000
,5,16.0,shoot-downsubstitute.net,1534104000000,1534190400000
,5,2253.0,give-awayignore.org,1534104000000,1534190400000
,5,5.0,tillpush-forward.io,1534104000000,1534190400000
,5,5.0,repair.facility.io,1534104000000,1534190400000
,5,48.0,constructbiscuit.edu,1534104000000,1534190400000
,5,9.0,dangerousunwilling.edu,1534104000000,1534190400000
,5,5.0,display.signature.gov,1534104000000,1534190400000
,5,12.0,show-off.extension.gov,1534104000000,1534190400000
,5,6.0,maintain.continent.gov,1534104000000,1534190400000
,5,68.0,descriptioncontinue.io,1534104000000,1534190400000
,5,31.0,freelycommunication.org,1534104000000,1534190400000
,5,5.0,applepublishing.org,1534104000000,1534190400000
,5,99.0,immoral.effect.net,1534104000000,1534190400000
,5,9.0,joint.curiously.org,1534104000000,1534190400000
,5,6.0,genuinechase.io,1534104000000,1534190400000
,5,11.0,rid.load.net,1534104000000,1534190400000
,5,10.0,variation.stop.org,1534104000000,1534190400000
,5,615.0,curious.hand.net,1534104000000,1534190400000
,5,55.0,recalljewellery.io,1534104000000,1534190400000
,5,16.0,reservationfreely.net,1534104000000,1534190400000
,5,5.0,essentiallymovie-theater.gov,1534104000000,1534190400000
,5,10.0,stick.bag.org,1534104000000,1534190400000
,5,14.0,come-up-toJuly.gov,1534104000000,1534190400000
,5,10.0,containinstruction.io,1534104000000,1534190400000
,5,5.0,cablepure.org,1534104000000,1534190400000
,5,6.0,worse.width.gov,1534104000000,1534190400000
,5,42.0,guard.step.io,1534104000000,1534190400000
,5,5.0,coal.softly.io,1534104000000,1534190400000
,5,6.0,amongmeeting.io,1534104000000,1534190400000
,5,162.0,one.tonight.com,1534104000000,1534190400000
,5,5.0,officercard.io,1534104000000,1534190400000
,5,6.0,go-outtwelve.io,1534104000000,1534190400000
,5,83.0,byeplant.org,1534104000000,1534190400000
,5,5.0,each-other.lively.io,1534104000000,1534190400000
,5,7.0,runhotel.org,1534104000000,1534190400000
,5,10.0,very.figure-out.net,1534104000000,1534190400000
,5,40.0,cross-outnephew.edu,1534104000000,1534190400000
,5,17.0,medium.come-from.com,1534104000000,1534190400000
,5,10.0,unexpectedfaint.org,1534104000000,1534190400000
,5,10.0,imageshaped.io,1534104000000,1534190400000
,5,5.0,Februaryroll.org,1534104000000,1534190400000
,5,1544.0,within.get-over.net,1534104000000,1534190400000
,5,7.0,skin.choose.edu,1534104000000,1534190400000
,5,5.0,to.unusually.gov,1534104000000,1534190400000
,5,18.0,research.next.edu,1534104000000,1534190400000
,5,10.0,funeral.steel.net,1534104000000,1534190400000
,5,10.0,slowlyfolding.com,1534104000000,1534190400000
,5,5.0,bookfrighten.io,1534104000000,1534190400000
,5,5.0,potato.petrol.gov,1534104000000,1534190400000
,5,6.0,comesource.gov,1534104000000,1534190400000
,5,14.0,tie.treatment.net,1534104000000,1534190400000
,5,11.0,genuinelyengage.io,1534104000000,1534190400000
,5,7.0,twelfth.rich.edu,1534104000000,1534190400000
,5,8.0,shopundo.net,1534104000000,1534190400000
,5,10.0,owner.bubble.edu,1534104000000,1534190400000
,5,9.0,urban.pronounce.net,1534104000000,1534190400000
,498,4017.0,girlfriendpointed.edu,1534104000000,1534190400000
,49,57.0,effortconscious.com,1534104000000,1534190400000
,48,415.0,upwardsnews.com,1534104000000,1534190400000
,48,56.0,rejectchart.gov,1534104000000,1534190400000
,48,334.0,growth.resist.net,1534104000000,1534190400000
,47,47.0,intention.pair.edu,1534104000000,1534190400000
,47,48.0,chiefultimate.net,1534104000000,1534190400000
,47,47.0,engaged.sincerely.io,1534104000000,1534190400000
,460,2960.0,solvechairman.gov,1534104000000,1534190400000
,46,49.0,sell-out.estimate.io,1534104000000,1534190400000
,46,54.0,explodekid.com,1534104000000,1534190400000
,452,5286.0,curiously.mobile.io,1534104000000,1534190400000
,45,108.0,absolute.reserve.net,1534104000000,1534190400000
,45,79.0,murder.chop.edu,1534104000000,1534190400000
,44,171.0,holidaycheerful.gov,1534104000000,1534190400000
,439,2444.0,sight.another.edu,1534104000000,1534190400000
,43,67.0,give-backdrop.net,1534104000000,1534190400000
,43,46.0,advise.stamp.com,1534104000000,1534190400000
,42,281.0,hebrave.org,1534104000000,1534190400000
,42,145.0,downward.beat-up.edu,1534104000000,1534190400000
,42,130.0,worsesorry.net,1534104000000,1534190400000
,41,110.0,euro.protection.net,1534104000000,1534190400000
,40,53.0,secretaryas.edu,1534104000000,1534190400000
,40,45.0,investigationprove.net,1534104000000,1534190400000
,4,32.0,politicssave.net,1534104000000,1534190400000
,4,4.0,hand-round.petrol.org,1534104000000,1534190400000
,4,58.0,knitted.mile.io,1534104000000,1534190400000
,4,4.0,qualified.warning.org,1534104000000,1534190400000
,4,4.0,rate.envelope.io,1534104000000,1534190400000
,4,4.0,next.board.net,1534104000000,1534190400000
,4,4.0,typicalrule.org,1534104000000,1534190400000
,4,5.0,bored.pronounce.net,1534104000000,1534190400000
,4,5.0,mistaken.defend.edu,1534104000000,1534190400000
,4,4.0,pull-overdivision.gov,1534104000000,1534190400000
,4,11.0,dishonestly.rent.org,1534104000000,1534190400000
,4,162.0,keep-up.tail.com,1534104000000,1534190400000
,4,187.0,look-throughrapidly.com,1534104000000,1534190400000
,4,4.0,freelyshoulder.net,1534104000000,1534190400000
,4,6.0,livingcheck-out.edu,1534104000000,1534190400000
,4,27.0,pendelight.com,1534104000000,1534190400000
,4,9.0,individualconflict.gov,1534104000000,1534190400000
,4,4.0,arrive-atpicture.org,1534104000000,1534190400000
,4,5.0,education.leader.com,1534104000000,1534190400000
,4,12.0,probable.guy.edu,1534104000000,1534190400000
,4,6.0,unit.pollution.edu,1534104000000,1534190400000
,4,83.0,holiday.princess.edu,1534104000000,1534190400000
,4,10.0,worshipappropriate.org,1534104000000,1534190400000
,4,5.0,demand.knitting.gov,1534104000000,1534190400000
,4,10.0,knitting.faintly.io,1534104000000,1534190400000
,4,5.0,unimportantgood.net,1534104000000,1534190400000
,4,4.0,consider.unexpected.edu,1534104000000,1534190400000
,4,12.0,grainshut-down.net,1534104000000,1534190400000
,4,19.0,shademirror.net,1534104000000,1534190400000
,4,8.0,singlepitch.org,1534104000000,1534190400000
,4,5.0,self-demonstrate.edu,1534104000000,1534190400000
,4,4.0,distributiontechnology.io,1534104000000,1534190400000
,4,9.0,stage.expression.gov,1534104000000,1534190400000
,4,5.0,highorigin.gov,1534104000000,1534190400000
,4,4.0,set-offvast.net,1534104000000,1534190400000
,4,4.0,associateworking.net,1534104000000,1534190400000
,4,5.0,deliver.north.org,1534104000000,1534190400000
,4,13.0,set-up.against.net,1534104000000,1534190400000
,4,26.0,metalconsiderable.io,1534104000000,1534190400000
,4,4.0,toweldish.io,1534104000000,1534190400000
,4,4.0,bank.proof.edu,1534104000000,1534190400000
,4,45.0,chartstand-for.io,1534104000000,1534190400000
,4,22.0,senseright.com,1534104000000,1534190400000
,4,5.0,graduallybutter.com,1534104000000,1534190400000
,4,668.0,locatego-up.org,1534104000000,1534190400000
,4,4.0,relationshipgenerally.org,1534104000000,1534190400000
,4,4.0,coldlycome.org,1534104000000,1534190400000
